study_id,experiment,day,month,year,participant,age_original,age_in_years,sex,species,species_subgroup,session,trial,condition,order_of_conditions,preference_single_item,preference_pop_open,preference_pop_covered,initial_position_pellet_pop,position_pellet_sample,choice
eckert2017great,2,4,6,2015,padana,17,17.0,f,orangutan,,2,8,test 2,original,100.0,100.0,100.0,r,l,pellet
eckert2017great,2,4,6,2015,raja,11,11.0,f,orangutan,,2,5,test 2,reverse,96.67,100.0,100.0,r,r,carrot
eckert2017great,2,4,6,2015,raja,11,11.0,f,orangutan,,2,6,test 2,reverse,96.67,100.0,100.0,l,l,pellet
eckert2017great,2,4,6,2015,raja,11,11.0,f,orangutan,,2,7,test 2,reverse,96.67,100.0,100.0,l,r,carrot
eckert2017great,2,10,6,2015,padana,17,17.0,f,orangutan,,3,9,test 2,original,100.0,100.0,100.0,l,l,pellet
eckert2017great,2,10,6,2015,padana,17,17.0,f,orangutan,,3,10,test 2,original,100.0,100.0,100.0,r,l,pellet
eckert2017great,2,10,6,2015,padana,17,17.0,f,orangutan,,3,11,test 2,original,100.0,100.0,100.0,r,r,carrot
eckert2017great,2,10,6,2015,padana,17,17.0,f,orangutan,,3,12,test 2,original,100.0,100.0,100.0,l,r,carrot
eckert2017great,2,10,6,2015,raja,11,11.0,f,orangutan,,3,9,test 2,reverse,96.67,100.0,100.0,l,l,carrot
eckert2017great,2,10,6,2015,raja,11,11.0,f,orangutan,,3,10,test 2,reverse,96.67,100.0,100.0,r,l,pellet
eckert2017great,2,10,6,2015,raja,11,11.0,f,orangutan,,3,11,test 2,reverse,96.67,100.0,100.0,r,r,pellet
eckert2017great,2,10,6,2015,raja,11,11.0,f,orangutan,,3,12,test 2,reverse,96.67,100.0,100.0,l,r,carrot
eckert2017great,2,10,6,2015,dokana,26,26.0,f,orangutan,,2,5,test 2,original,100.0,100.0,100.0,r,r,pellet
eckert2017great,2,10,6,2015,dokana,26,26.0,f,orangutan,,2,6,test 2,original,100.0,100.0,100.0,l,l,carrot
eckert2017great,2,10,6,2015,dokana,26,26.0,f,orangutan,,2,7,test 2,original,100.0,100.0,100.0,l,r,carrot
eckert2017great,2,10,6,2015,dokana,26,26.0,f,orangutan,,2,8,test 2,original,100.0,100.0,100.0,r,l,carrot
eckert2017great,2,11,6,2015,dokana,26,26.0,f,orangutan,,3,9,test 2,original,100.0,100.0,100.0,l,l,carrot
eckert2017great,2,11,6,2015,dokana,26,26.0,f,orangutan,,3,10,test 2,original,100.0,100.0,100.0,r,l,pellet
eckert2017great,2,11,6,2015,dokana,26,26.0,f,orangutan,,3,11,test 2,original,100.0,100.0,100.0,r,r,carrot
eckert2017great,2,11,6,2015,dokana,26,26.0,f,orangutan,,3,12,test 2,original,100.0,100.0,100.0,l,r,carrot
eckert2017great,2,18,6,2015,suaq,6,6.0,m,orangutan,,1,1,test 2,original,96.67,100.0,75.0,l,l,pellet
eckert2017great,2,18,6,2015,suaq,6,6.0,m,orangutan,,1,2,test 2,original,96.67,100.0,75.0,r,l,pellet
eckert2017great,2,18,6,2015,suaq,6,6.0,m,orangutan,,1,3,test 2,original,96.67,100.0,75.0,l,r,carrot
eckert2017great,2,18,6,2015,suaq,6,6.0,m,orangutan,,1,4,test 2,original,96.67,100.0,75.0,r,r,carrot
eckert2017great,2,23,6,2015,suaq,6,6.0,m,orangutan,,2,5,test 2,original,96.67,100.0,75.0,r,r,carrot
eckert2017great,2,23,6,2015,suaq,6,6.0,m,orangutan,,2,6,test 2,original,96.67,100.0,75.0,l,l,pellet
eckert2017great,2,23,6,2015,suaq,6,6.0,m,orangutan,,2,7,test 2,original,96.67,100.0,75.0,l,r,carrot
eckert2017great,2,23,6,2015,suaq,6,6.0,m,orangutan,,2,8,test 2,original,96.67,100.0,75.0,r,l,pellet
eckert2017great,2,24,6,2015,suaq,6,6.0,m,orangutan,,3,9,test 2,original,96.67,100.0,75.0,l,l,pellet
eckert2017great,2,24,6,2015,suaq,6,6.0,m,orangutan,,3,10,test 2,original,96.67,100.0,75.0,r,l,pellet
eckert2017great,2,24,6,2015,suaq,6,6.0,m,orangutan,,3,11,test 2,original,96.67,100.0,75.0,r,r,carrot
eckert2017great,2,24,6,2015,suaq,6,6.0,m,orangutan,,3,12,test 2,original,96.67,100.0,75.0,l,r,carrot
eckert2017great,2,31,8,2015,kuno,18,18.0,m,bonobo,,1,1,test 2,reverse,100.0,100.0,100.0,l,r,carrot
eckert2017great,2,31,8,2015,kuno,18,18.0,m,bonobo,,1,2,test 2,reverse,100.0,100.0,100.0,r,r,carrot
eckert2017great,2,31,8,2015,kuno,18,18.0,m,bonobo,,1,3,test 2,reverse,100.0,100.0,100.0,l,l,carrot
eckert2017great,2,31,8,2015,kuno,18,18.0,m,bonobo,,1,4,test 2,reverse,100.0,100.0,100.0,r,l,carrot
eckert2017great,2,31,8,2015,gemena,9,9.0,f,bonobo,,1,1,test 2,reverse,96.67,100.0,75.0,l,r,pellet
eckert2017great,2,31,8,2015,gemena,9,9.0,f,bonobo,,1,2,test 2,reverse,96.67,100.0,75.0,r,r,pellet
eckert2017great,2,31,8,2015,gemena,9,9.0,f,bonobo,,1,3,test 2,reverse,96.67,100.0,75.0,l,l,carrot
eckert2017great,2,31,8,2015,gemena,9,9.0,f,bonobo,,1,4,test 2,reverse,96.67,100.0,75.0,r,l,carrot
eckert2017great,2,31,8,2015,fimi,7,7.0,f,bonobo,,1,1,test 2,reverse,96.67,100.0,50.0,l,r,pellet
eckert2017great,2,31,8,2015,fimi,7,7.0,f,bonobo,,1,2,test 2,reverse,96.67,100.0,50.0,r,r,pellet
eckert2017great,2,31,8,2015,fimi,7,7.0,f,bonobo,,1,3,test 2,reverse,96.67,100.0,50.0,l,l,carrot
eckert2017great,2,31,8,2015,fimi,7,7.0,f,bonobo,,1,4,test 2,reverse,96.67,100.0,50.0,r,l,pellet
eckert2017great,2,3,9,2015,kuno,18,18.0,m,bonobo,,2,5,test 2,reverse,100.0,100.0,100.0,r,r,carrot
eckert2017great,2,3,9,2015,kuno,18,18.0,m,bonobo,,2,6,test 2,reverse,100.0,100.0,100.0,l,l,carrot
eckert2017great,2,3,9,2015,kuno,18,18.0,m,bonobo,,2,7,test 2,reverse,100.0,100.0,100.0,l,r,carrot
eckert2017great,2,3,9,2015,kuno,18,18.0,m,bonobo,,2,8,test 2,reverse,100.0,100.0,100.0,r,l,carrot
eckert2017great,2,3,9,2015,gemena,9,9.0,f,bonobo,,2,5,test 2,reverse,96.67,100.0,75.0,r,r,pellet
eckert2017great,2,3,9,2015,gemena,9,9.0,f,bonobo,,2,6,test 2,reverse,96.67,100.0,75.0,l,l,carrot
eckert2017great,2,3,9,2015,gemena,9,9.0,f,bonobo,,2,7,test 2,reverse,96.67,100.0,75.0,l,r,pellet
eckert2017great,2,3,9,2015,gemena,9,9.0,f,bonobo,,2,8,test 2,reverse,96.67,100.0,75.0,r,l,carrot
eckert2017great,2,3,9,2015,fimi,7,7.0,f,bonobo,,2,5,test 2,reverse,96.67,100.0,50.0,r,r,pellet
eckert2017great,2,3,9,2015,fimi,7,7.0,f,bonobo,,2,6,test 2,reverse,96.67,100.0,50.0,l,l,carrot
eckert2017great,2,3,9,2015,fimi,7,7.0,f,bonobo,,2,7,test 2,reverse,96.67,100.0,50.0,l,r,pellet
eckert2017great,2,3,9,2015,fimi,7,7.0,f,bonobo,,2,8,test 2,reverse,96.67,100.0,50.0,r,l,carrot
eckert2017great,2,5,9,2015,kuno,18,18.0,m,bonobo,,3,9,test 2,reverse,100.0,100.0,100.0,l,l,carrot
eckert2017great,2,5,9,2015,kuno,18,18.0,m,bonobo,,3,10,test 2,reverse,100.0,100.0,100.0,r,l,carrot
eckert2017great,2,5,9,2015,kuno,18,18.0,m,bonobo,,3,11,test 2,reverse,100.0,100.0,100.0,r,r,carrot
eckert2017great,2,5,9,2015,kuno,18,18.0,m,bonobo,,3,12,test 2,reverse,100.0,100.0,100.0,l,r,carrot
eckert2017great,2,5,9,2015,gemena,9,9.0,f,bonobo,,3,9,test 2,reverse,96.67,100.0,75.0,l,l,carrot
eckert2017great,2,5,9,2015,gemena,9,9.0,f,bonobo,,3,10,test 2,reverse,96.67,100.0,75.0,r,l,carrot
eckert2017great,2,5,9,2015,gemena,9,9.0,f,bonobo,,3,11,test 2,reverse,96.67,100.0,75.0,r,r,pellet
eckert2017great,2,5,9,2015,gemena,9,9.0,f,bonobo,,3,12,test 2,reverse,96.67,100.0,75.0,l,r,pellet
eckert2017great,2,5,9,2015,fimi,7,7.0,f,bonobo,,3,9,test 2,reverse,96.67,100.0,50.0,l,l,carrot
eckert2017great,2,5,9,2015,fimi,7,7.0,f,bonobo,,3,10,test 2,reverse,96.67,100.0,50.0,r,l,carrot
eckert2017great,2,5,9,2015,fimi,7,7.0,f,bonobo,,3,11,test 2,reverse,96.67,100.0,50.0,r,r,pellet
eckert2017great,2,5,9,2015,fimi,7,7.0,f,bonobo,,3,12,test 2,reverse,96.67,100.0,50.0,l,r,pellet
eckert2017great,2,9,9,2015,luiza,10,10.0,f,bonobo,,1,1,test 2,original,100.0,100.0,75.0,l,r,pellet
eckert2017great,2,9,9,2015,luiza,10,10.0,f,bonobo,,1,2,test 2,original,100.0,100.0,75.0,r,r,carrot
eckert2017great,2,9,9,2015,luiza,10,10.0,f,bonobo,,1,3,test 2,original,100.0,100.0,75.0,l,l,carrot
eckert2017great,2,9,9,2015,luiza,10,10.0,f,bonobo,,1,4,test 2,original,100.0,100.0,75.0,r,l,carrot
eckert2017great,2,9,9,2015,lexi,15,16.0,f,bonobo,,1,1,test 2,original,86.67,100.0,75.0,l,r,pellet
eckert2017great,2,9,9,2015,lexi,15,16.0,f,bonobo,,1,2,test 2,original,86.67,100.0,75.0,r,r,pellet
eckert2017great,2,9,9,2015,lexi,15,16.0,f,bonobo,,1,3,test 2,original,86.67,100.0,75.0,l,l,carrot
eckert2017great,2,9,9,2015,lexi,15,16.0,f,bonobo,,1,4,test 2,original,86.67,100.0,75.0,r,l,carrot
eckert2017great,2,9,9,2015,yasa,18,18.0,f,bonobo,,1,1,test 2,original,100.0,100.0,100.0,l,r,carrot
eckert2017great,2,9,9,2015,yasa,18,18.0,f,bonobo,,1,2,test 2,original,100.0,100.0,100.0,r,r,pellet
eckert2017great,2,9,9,2015,yasa,18,18.0,f,bonobo,,1,3,test 2,original,100.0,100.0,100.0,l,l,pellet
eckert2017great,2,9,9,2015,yasa,18,18.0,f,bonobo,,1,4,test 2,original,100.0,100.0,100.0,r,l,carrot
eckert2017great,2,10,9,2015,luiza,10,10.0,f,bonobo,,2,5,test 2,original,100.0,100.0,75.0,r,r,carrot
eckert2017great,2,10,9,2015,luiza,10,10.0,f,bonobo,,2,6,test 2,original,100.0,100.0,75.0,l,l,pellet
eckert2017great,2,10,9,2015,luiza,10,10.0,f,bonobo,,2,7,test 2,original,100.0,100.0,75.0,l,r,pellet
eckert2017great,2,10,9,2015,luiza,10,10.0,f,bonobo,,2,8,test 2,original,100.0,100.0,75.0,r,l,pellet
eckert2017great,2,10,9,2015,lexi,15,16.0,f,bonobo,,2,5,test 2,original,86.67,100.0,75.0,r,r,pellet
eckert2017great,2,10,9,2015,lexi,15,16.0,f,bonobo,,2,6,test 2,original,86.67,100.0,75.0,l,l,carrot
eckert2017great,2,10,9,2015,lexi,15,16.0,f,bonobo,,2,7,test 2,original,86.67,100.0,75.0,l,r,pellet
eckert2017great,2,10,9,2015,lexi,15,16.0,f,bonobo,,2,8,test 2,original,86.67,100.0,75.0,r,l,carrot
eckert2017great,2,10,9,2015,yasa,18,18.0,f,bonobo,,2,5,test 2,original,100.0,100.0,100.0,r,r,pellet
eckert2017great,2,10,9,2015,yasa,18,18.0,f,bonobo,,2,6,test 2,original,100.0,100.0,100.0,l,l,pellet
eckert2017great,2,10,9,2015,yasa,18,18.0,f,bonobo,,2,7,test 2,original,100.0,100.0,100.0,l,r,carrot
eckert2017great,2,10,9,2015,yasa,18,18.0,f,bonobo,,2,8,test 2,original,100.0,100.0,100.0,r,l,carrot
eckert2017great,2,11,9,2015,luiza,10,10.0,f,bonobo,,3,9,test 2,original,100.0,100.0,75.0,l,l,pellet
eckert2017great,2,11,9,2015,luiza,10,10.0,f,bonobo,,3,10,test 2,original,100.0,100.0,75.0,r,l,pellet
eckert2017great,2,11,9,2015,luiza,10,10.0,f,bonobo,,3,11,test 2,original,100.0,100.0,75.0,r,r,carrot
eckert2017great,2,11,9,2015,luiza,10,10.0,f,bonobo,,3,12,test 2,original,100.0,100.0,75.0,l,r,carrot
eckert2017great,2,11,9,2015,lexi,15,16.0,f,bonobo,,3,9,test 2,original,86.67,100.0,75.0,l,l,carrot
eckert2017great,2,11,9,2015,lexi,15,16.0,f,bonobo,,3,10,test 2,original,86.67,100.0,75.0,r,l,carrot
eckert2017great,2,11,9,2015,lexi,15,16.0,f,bonobo,,3,11,test 2,original,86.67,100.0,75.0,r,r,pellet
eckert2017great,2,11,9,2015,lexi,15,16.0,f,bonobo,,3,12,test 2,original,86.67,100.0,75.0,l,r,pellet
eckert2017great,2,11,9,2015,yasa,18,18.0,f,bonobo,,3,9,test 2,original,100.0,100.0,100.0,l,l,carrot
eckert2017great,2,11,9,2015,yasa,18,18.0,f,bonobo,,3,10,test 2,original,100.0,100.0,100.0,r,l,pellet
eckert2017great,2,11,9,2015,yasa,18,18.0,f,bonobo,,3,11,test 2,original,100.0,100.0,100.0,r,r,carrot
eckert2017great,2,11,9,2015,yasa,18,18.0,f,bonobo,,3,12,test 2,original,100.0,100.0,100.0,l,r,carrot
eckert2017great,2,14,12,2014,viringika,19,19.0,f,gorilla,,1,1,test 3,original,100.0,100.0,100.0,r,l,carrot
eckert2017great,2,14,12,2014,viringika,19,19.0,f,gorilla,,1,2,test 3,original,100.0,100.0,100.0,r,r,pellet
eckert2017great,2,14,12,2014,viringika,19,19.0,f,gorilla,,1,3,test 3,original,100.0,100.0,100.0,l,r,pellet
eckert2017great,2,14,12,2014,viringika,19,19.0,f,gorilla,,1,4,test 3,original,100.0,100.0,100.0,l,l,pellet
eckert2017great,2,15,12,2014,viringika,19,19.0,f,gorilla,,2,5,test 3,original,100.0,100.0,100.0,l,r,pellet
eckert2017great,2,15,12,2014,viringika,19,19.0,f,gorilla,,2,6,test 3,original,100.0,100.0,100.0,l,l,carrot
eckert2017great,2,15,12,2014,viringika,19,19.0,f,gorilla,,2,7,test 3,original,100.0,100.0,100.0,r,l,pellet
eckert2017great,2,15,12,2014,viringika,19,19.0,f,gorilla,,2,8,test 3,original,100.0,100.0,100.0,r,r,pellet
eckert2017great,2,16,12,2014,viringika,19,19.0,f,gorilla,,3,9,test 3,original,100.0,100.0,100.0,l,l,pellet
eckert2017great,2,16,12,2014,viringika,19,19.0,f,gorilla,,3,10,test 3,original,100.0,100.0,100.0,r,r,pellet
eckert2017great,2,16,12,2014,viringika,19,19.0,f,gorilla,,3,11,test 3,original,100.0,100.0,100.0,r,l,pellet
eckert2017great,2,16,12,2014,viringika,19,19.0,f,gorilla,,3,12,test 3,original,100.0,100.0,100.0,l,r,carrot
eckert2017great,2,16,12,2014,abeeku,15,15.0,m,gorilla,,1,1,test 3,original,100.0,100.0,50.0,r,l,carrot
eckert2017great,2,16,12,2014,abeeku,15,15.0,m,gorilla,,1,2,test 3,original,100.0,100.0,50.0,r,r,pellet
eckert2017great,2,16,12,2014,abeeku,15,15.0,m,gorilla,,1,3,test 3,original,100.0,100.0,50.0,l,r,pellet
eckert2017great,2,16,12,2014,abeeku,15,15.0,m,gorilla,,1,4,test 3,original,100.0,100.0,50.0,l,l,carrot
eckert2017great,2,16,12,2014,kibara,10,10.0,f,gorilla,,1,1,test 3,original,100.0,100.0,75.0,r,l,carrot
eckert2017great,2,16,12,2014,kibara,10,10.0,f,gorilla,,1,2,test 3,original,100.0,100.0,75.0,r,r,pellet
eckert2017great,2,16,12,2014,kibara,10,10.0,f,gorilla,,1,3,test 3,original,100.0,100.0,75.0,l,r,pellet
eckert2017great,2,16,12,2014,kibara,10,10.0,f,gorilla,,1,4,test 3,original,100.0,100.0,75.0,l,l,carrot
eckert2017great,2,5,1,2015,abeeku,15,15.0,m,gorilla,,2,5,test 3,original,100.0,100.0,50.0,l,r,pellet
eckert2017great,2,5,1,2015,abeeku,15,15.0,m,gorilla,,2,6,test 3,original,100.0,100.0,50.0,l,l,carrot
eckert2017great,2,5,1,2015,abeeku,15,15.0,m,gorilla,,2,7,test 3,original,100.0,100.0,50.0,r,l,carrot
eckert2017great,2,5,1,2015,abeeku,15,15.0,m,gorilla,,2,8,test 3,original,100.0,100.0,50.0,r,r,pellet
eckert2017great,2,5,1,2015,kibara,10,10.0,f,gorilla,,2,5,test 3,original,100.0,100.0,75.0,l,r,pellet
eckert2017great,2,5,1,2015,kibara,10,10.0,f,gorilla,,2,6,test 3,original,100.0,100.0,75.0,l,l,carrot
eckert2017great,2,5,1,2015,kibara,10,10.0,f,gorilla,,2,7,test 3,original,100.0,100.0,75.0,r,l,carrot
eckert2017great,2,5,1,2015,kibara,10,10.0,f,gorilla,,2,8,test 3,original,100.0,100.0,75.0,r,r,pellet
eckert2017great,2,6,1,2015,abeeku,15,15.0,m,gorilla,,3,9,test 3,original,100.0,100.0,50.0,l,l,carrot
eckert2017great,2,6,1,2015,abeeku,15,15.0,m,gorilla,,3,10,test 3,original,100.0,100.0,50.0,r,r,pellet
eckert2017great,2,6,1,2015,abeeku,15,15.0,m,gorilla,,3,11,test 3,original,100.0,100.0,50.0,r,l,carrot
eckert2017great,2,6,1,2015,abeeku,15,15.0,m,gorilla,,3,12,test 3,original,100.0,100.0,50.0,l,r,pellet
eckert2017great,2,6,1,2015,kibara,10,10.0,f,gorilla,,3,9,test 3,original,100.0,100.0,75.0,l,l,carrot
eckert2017great,2,6,1,2015,kibara,10,10.0,f,gorilla,,3,10,test 3,original,100.0,100.0,75.0,r,r,pellet
eckert2017great,2,6,1,2015,kibara,10,10.0,f,gorilla,,3,11,test 3,original,100.0,100.0,75.0,r,l,carrot
eckert2017great,2,6,1,2015,kibara,10,10.0,f,gorilla,,3,12,test 3,original,100.0,100.0,75.0,l,r,pellet
eckert2017great,2,10,1,2015,kumili,10,10.0,f,gorilla,,1,1,test 3,original,96.67,75.0,25.0,r,l,carrot
eckert2017great,2,10,1,2015,kumili,10,10.0,f,gorilla,,1,2,test 3,original,96.67,75.0,25.0,r,r,carrot
eckert2017great,2,10,1,2015,kumili,10,10.0,f,gorilla,,1,3,test 3,original,96.67,75.0,25.0,l,r,carrot
eckert2017great,2,10,1,2015,kumili,10,10.0,f,gorilla,,1,4,test 3,original,96.67,75.0,25.0,l,l,pellet
eckert2017great,2,11,1,2015,kumili,10,10.0,f,gorilla,,2,5,test 3,original,96.67,75.0,25.0,l,r,carrot
eckert2017great,2,11,1,2015,kumili,10,10.0,f,gorilla,,2,6,test 3,original,96.67,75.0,25.0,l,l,pellet
eckert2017great,2,11,1,2015,kumili,10,10.0,f,gorilla,,2,7,test 3,original,96.67,75.0,25.0,r,l,pellet
eckert2017great,2,11,1,2015,kumili,10,10.0,f,gorilla,,2,8,test 3,original,96.67,75.0,25.0,r,r,carrot
eckert2017great,2,14,1,2015,kumili,10,10.0,f,gorilla,,3,9,test 3,original,96.67,75.0,25.0,l,l,pellet
eckert2017great,2,14,1,2015,kumili,10,10.0,f,gorilla,,3,10,test 3,original,96.67,75.0,25.0,r,r,carrot
eckert2017great,2,14,1,2015,kumili,10,10.0,f,gorilla,,3,11,test 3,original,96.67,75.0,25.0,r,l,carrot
eckert2017great,2,14,1,2015,kumili,10,10.0,f,gorilla,,3,12,test 3,original,96.67,75.0,25.0,l,r,carrot
eckert2017great,2,27,1,2015,lobo,10,10.0,m,chimpanzee,a,1,1,test 3,original,96.67,100.0,75.0,r,l,pellet
eckert2017great,2,27,1,2015,lobo,10,10.0,m,chimpanzee,a,1,2,test 3,original,96.67,100.0,75.0,r,r,carrot
eckert2017great,2,27,1,2015,lobo,10,10.0,m,chimpanzee,a,1,3,test 3,original,96.67,100.0,75.0,l,r,carrot
eckert2017great,2,27,1,2015,lobo,10,10.0,m,chimpanzee,a,1,4,test 3,original,96.67,100.0,75.0,l,l,pellet
eckert2017great,2,28,1,2015,tai,12,12.0,f,chimpanzee,a,1,1,test 3,original,93.33,100.0,100.0,r,l,carrot
eckert2017great,2,28,1,2015,tai,12,12.0,f,chimpanzee,a,1,2,test 3,original,93.33,100.0,100.0,r,r,carrot
eckert2017great,2,28,1,2015,tai,12,12.0,f,chimpanzee,a,1,3,test 3,original,93.33,100.0,100.0,l,r,carrot
eckert2017great,2,28,1,2015,tai,12,12.0,f,chimpanzee,a,1,4,test 3,original,93.33,100.0,100.0,l,l,pellet
eckert2017great,2,28,1,2015,lobo,10,10.0,m,chimpanzee,a,2,5,test 3,original,96.67,100.0,75.0,l,r,carrot
eckert2017great,2,28,1,2015,lobo,10,10.0,m,chimpanzee,a,2,6,test 3,original,96.67,100.0,75.0,l,l,pellet
eckert2017great,2,28,1,2015,lobo,10,10.0,m,chimpanzee,a,2,7,test 3,original,96.67,100.0,75.0,r,l,carrot
eckert2017great,2,28,1,2015,lobo,10,10.0,m,chimpanzee,a,2,8,test 3,original,96.67,100.0,75.0,r,r,carrot
eckert2017great,2,29,1,2015,lobo,10,10.0,m,chimpanzee,a,3,9,test 3,original,96.67,100.0,75.0,l,l,pellet
eckert2017great,2,29,1,2015,lobo,10,10.0,m,chimpanzee,a,3,10,test 3,original,96.67,100.0,75.0,r,r,pellet
eckert2017great,2,29,1,2015,lobo,10,10.0,m,chimpanzee,a,3,11,test 3,original,96.67,100.0,75.0,r,l,carrot
eckert2017great,2,29,1,2015,lobo,10,10.0,m,chimpanzee,a,3,12,test 3,original,96.67,100.0,75.0,l,r,carrot
eckert2017great,2,29,1,2015,tai,12,12.0,f,chimpanzee,a,2,5,test 3,original,93.33,100.0,100.0,l,r,carrot
eckert2017great,2,29,1,2015,tai,12,12.0,f,chimpanzee,a,2,6,test 3,original,93.33,100.0,100.0,l,l,pellet
eckert2017great,2,29,1,2015,tai,12,12.0,f,chimpanzee,a,2,7,test 3,original,93.33,100.0,100.0,r,l,carrot
eckert2017great,2,29,1,2015,tai,12,12.0,f,chimpanzee,a,2,8,test 3,original,93.33,100.0,100.0,r,r,carrot
eckert2017great,2,30,1,2015,sandra,21,21.0,f,chimpanzee,a,1,1,test 3,original,100.0,100.0,100.0,r,l,pellet
eckert2017great,2,30,1,2015,sandra,21,21.0,f,chimpanzee,a,1,2,test 3,original,100.0,100.0,100.0,r,r,carrot
eckert2017great,2,30,1,2015,sandra,21,21.0,f,chimpanzee,a,1,3,test 3,original,100.0,100.0,100.0,l,r,carrot
eckert2017great,2,30,1,2015,sandra,21,21.0,f,chimpanzee,a,1,4,test 3,original,100.0,100.0,100.0,l,l,pellet
eckert2017great,2,30,1,2015,tai,12,12.0,f,chimpanzee,a,3,9,test 3,original,93.33,100.0,100.0,l,l,pellet
eckert2017great,2,30,1,2015,tai,12,12.0,f,chimpanzee,a,3,10,test 3,original,93.33,100.0,100.0,r,r,pellet
eckert2017great,2,30,1,2015,tai,12,12.0,f,chimpanzee,a,3,11,test 3,original,93.33,100.0,100.0,r,l,carrot
eckert2017great,2,30,1,2015,tai,12,12.0,f,chimpanzee,a,3,12,test 3,original,93.33,100.0,100.0,l,r,carrot
eckert2017great,2,3,2,2015,frodo,21,21.0,m,chimpanzee,a,1,1,test 3,original,100.0,100.0,100.0,r,l,pellet
eckert2017great,2,3,2,2015,frodo,21,21.0,m,chimpanzee,a,1,2,test 3,original,100.0,100.0,100.0,r,r,carrot
eckert2017great,2,3,2,2015,frodo,21,21.0,m,chimpanzee,a,1,3,test 3,original,100.0,100.0,100.0,l,r,carrot
eckert2017great,2,3,2,2015,frodo,21,21.0,m,chimpanzee,a,1,4,test 3,original,100.0,100.0,100.0,l,l,pellet
eckert2017great,2,3,2,2015,sandra,21,21.0,f,chimpanzee,a,2,5,test 3,original,100.0,100.0,100.0,l,r,carrot
eckert2017great,2,3,2,2015,sandra,21,21.0,f,chimpanzee,a,2,6,test 3,original,100.0,100.0,100.0,l,l,pellet
eckert2017great,2,3,2,2015,sandra,21,21.0,f,chimpanzee,a,2,7,test 3,original,100.0,100.0,100.0,r,l,carrot
eckert2017great,2,3,2,2015,sandra,21,21.0,f,chimpanzee,a,2,8,test 3,original,100.0,100.0,100.0,r,r,pellet
eckert2017great,2,4,2,2015,sandra,21,21.0,f,chimpanzee,a,3,9,test 3,original,100.0,100.0,100.0,l,l,carrot
eckert2017great,2,4,2,2015,sandra,21,21.0,f,chimpanzee,a,3,10,test 3,original,100.0,100.0,100.0,r,r,pellet
eckert2017great,2,4,2,2015,sandra,21,21.0,f,chimpanzee,a,3,11,test 3,original,100.0,100.0,100.0,r,l,pellet
eckert2017great,2,4,2,2015,sandra,21,21.0,f,chimpanzee,a,3,12,test 3,original,100.0,100.0,100.0,l,r,carrot
eckert2017great,2,6,2,2015,frodo,21,21.0,m,chimpanzee,a,2,5,test 3,original,100.0,100.0,100.0,l,r,pellet
eckert2017great,2,6,2,2015,frodo,21,21.0,m,chimpanzee,a,2,6,test 3,original,100.0,100.0,100.0,l,l,pellet
eckert2017great,2,6,2,2015,frodo,21,21.0,m,chimpanzee,a,2,7,test 3,original,100.0,100.0,100.0,r,l,pellet
eckert2017great,2,6,2,2015,frodo,21,21.0,m,chimpanzee,a,2,8,test 3,original,100.0,100.0,100.0,r,r,pellet
eckert2017great,2,9,2,2015,frodo,21,21.0,m,chimpanzee,a,3,9,test 3,original,100.0,100.0,100.0,l,l,pellet
eckert2017great,2,9,2,2015,frodo,21,21.0,m,chimpanzee,a,3,10,test 3,original,100.0,100.0,100.0,r,r,pellet
eckert2017great,2,9,2,2015,frodo,21,21.0,m,chimpanzee,a,3,11,test 3,original,100.0,100.0,100.0,r,l,pellet
eckert2017great,2,9,2,2015,frodo,21,21.0,m,chimpanzee,a,3,12,test 3,original,100.0,100.0,100.0,l,r,pellet
eckert2017great,2,22,2,2015,jeudi,48,,f,chimpanzee,b,1,1,test 3,reverse,100.0,100.0,50.0,r,l,carrot
eckert2017great,2,22,2,2015,jeudi,48,,f,chimpanzee,b,1,2,test 3,reverse,100.0,100.0,50.0,r,r,pellet
eckert2017great,2,22,2,2015,jeudi,48,,f,chimpanzee,b,1,3,test 3,reverse,100.0,100.0,50.0,l,r,pellet
eckert2017great,2,22,2,2015,jeudi,48,,f,chimpanzee,b,1,4,test 3,reverse,100.0,100.0,50.0,l,l,carrot
eckert2017great,2,22,2,2015,jahaga,22,22.0,f,chimpanzee,b,1,1,test 3,reverse,96.67,100.0,100.0,r,l,carrot
eckert2017great,2,22,2,2015,jahaga,22,22.0,f,chimpanzee,b,1,2,test 3,reverse,96.67,100.0,100.0,r,r,carrot
eckert2017great,2,22,2,2015,jahaga,22,22.0,f,chimpanzee,b,1,3,test 3,reverse,96.67,100.0,100.0,l,r,pellet
eckert2017great,2,22,2,2015,jahaga,22,22.0,f,chimpanzee,b,1,4,test 3,reverse,96.67,100.0,100.0,l,l,pellet
eckert2017great,2,22,2,2015,alexandra,15,15.0,f,chimpanzee,b,1,1,test 3,reverse,90.0,100.0,100.0,r,l,pellet
eckert2017great,2,22,2,2015,alexandra,15,15.0,f,chimpanzee,b,1,2,test 3,reverse,90.0,100.0,100.0,r,r,carrot
eckert2017great,2,22,2,2015,alexandra,15,15.0,f,chimpanzee,b,1,3,test 3,reverse,90.0,100.0,100.0,l,r,carrot
eckert2017great,2,22,2,2015,alexandra,15,15.0,f,chimpanzee,b,1,4,test 3,reverse,90.0,100.0,100.0,l,l,pellet
