study_id,experiment,experiment_name,year,month,day,participant,age_original,age_in_years,sex,species,session,trial,cond,juice_side,indicated,group_original,block,target_position,target_given_at,order,first_item_returned,second_item_returned,third_item_returned,fourth_item_returned,fifth_item_returned
hanus2011chimpanzee,2,exchange_test,2010,10,19,natascha,30.6,30.0,f,chimpanzee,8.0,29,color,,,2.0,1.0,3.0,2.0,43,4,3,,,
hanus2011chimpanzee,2,exchange_test,2010,10,19,natascha,30.6,30.0,f,chimpanzee,8.0,30,color,,,2.0,1.0,4.0,1.0,4,4,,,,
hanus2011chimpanzee,2,exchange_test,2010,10,19,natascha,30.6,30.0,f,chimpanzee,8.0,31,color,,,2.0,1.0,3.0,1.0,3,3,,,,
hanus2011chimpanzee,2,exchange_test,2010,10,19,natascha,30.6,30.0,f,chimpanzee,8.0,32,color,,,2.0,1.0,1.0,5.0,45321,4,5,3,2,1
hanus2011chimpanzee,2,exchange_test,2010,10,20,natascha,30.6,30.0,f,chimpanzee,9.0,33,color,,,2.0,1.0,2.0,4.0,4352,4,3,5,2,
hanus2011chimpanzee,2,exchange_test,2010,10,20,natascha,30.6,30.0,f,chimpanzee,9.0,34,color,,,2.0,1.0,5.0,3.0,345,3,4,5,,
hanus2011chimpanzee,2,exchange_test,2010,10,20,natascha,30.6,30.0,f,chimpanzee,9.0,35,color,,,2.0,1.0,2.0,4.0,3452,3,4,5,2,
hanus2011chimpanzee,2,exchange_test,2010,10,20,natascha,30.6,30.0,f,chimpanzee,9.0,36,color,,,2.0,1.0,4.0,1.0,4,4,,,,
hanus2011chimpanzee,2,exchange_test,2010,10,21,natascha,30.6,30.0,f,chimpanzee,10.0,37,color,,,2.0,1.0,5.0,3.0,435,4,3,5,,
hanus2011chimpanzee,2,exchange_test,2010,10,21,natascha,30.6,30.0,f,chimpanzee,10.0,38,color,,,2.0,1.0,3.0,3.0,453,4,5,3,,
hanus2011chimpanzee,2,exchange_test,2010,10,21,natascha,30.6,30.0,f,chimpanzee,10.0,39,color,,,2.0,1.0,1.0,5.0,43251,4,3,2,5,1
hanus2011chimpanzee,2,exchange_test,2010,10,21,natascha,30.6,30.0,f,chimpanzee,10.0,40,color,,,2.0,1.0,2.0,3.0,342,3,4,2,,
hanus2011chimpanzee,2,exchange_test,2010,10,22,natascha,30.6,30.0,f,chimpanzee,1.0,1,weight,,,2.0,2.0,2.0,4.0,4532,4,5,3,2,
hanus2011chimpanzee,2,exchange_test,2010,10,22,natascha,30.6,30.0,f,chimpanzee,1.0,2,weight,,,2.0,2.0,5.0,3.0,345,3,4,5,,
hanus2011chimpanzee,2,exchange_test,2010,10,22,natascha,30.6,30.0,f,chimpanzee,1.0,3,weight,,,2.0,2.0,4.0,2.0,34,3,4,,,
hanus2011chimpanzee,2,exchange_test,2010,10,22,natascha,30.6,30.0,f,chimpanzee,1.0,4,weight,,,2.0,2.0,3.0,1.0,3,3,,,,
hanus2011chimpanzee,2,exchange_test,2010,10,26,natascha,30.6,30.0,f,chimpanzee,2.0,5,weight,,,2.0,2.0,1.0,5.0,35241,3,5,2,4,1
hanus2011chimpanzee,2,exchange_test,2010,10,26,natascha,30.6,30.0,f,chimpanzee,2.0,6,weight,,,2.0,2.0,4.0,2.0,54,5,4,,,
hanus2011chimpanzee,2,exchange_test,2010,10,26,natascha,30.6,30.0,f,chimpanzee,2.0,7,weight,,,2.0,2.0,1.0,5.0,34521,3,4,5,2,1
hanus2011chimpanzee,2,exchange_test,2010,10,26,natascha,30.6,30.0,f,chimpanzee,2.0,8,weight,,,2.0,2.0,5.0,5.0,24315,2,4,3,1,5
hanus2011chimpanzee,2,exchange_test,2010,10,28,natascha,30.6,30.0,f,chimpanzee,3.0,9,weight,,,2.0,2.0,3.0,3.0,423,4,2,3,,
hanus2011chimpanzee,2,exchange_test,2010,10,28,natascha,30.6,30.0,f,chimpanzee,3.0,10,weight,,,2.0,2.0,4.0,4.0,3524,3,5,2,4,
hanus2011chimpanzee,2,exchange_test,2010,10,28,natascha,30.6,30.0,f,chimpanzee,3.0,11,weight,,,2.0,2.0,3.0,1.0,3,3,,,,
hanus2011chimpanzee,2,exchange_test,2010,10,28,natascha,30.6,30.0,f,chimpanzee,3.0,12,weight,,,2.0,2.0,1.0,4.0,3214,3,2,1,4,
hanus2011chimpanzee,2,exchange_test,2010,10,29,natascha,30.6,30.0,f,chimpanzee,4.0,13,weight,,,2.0,2.0,2.0,3.0,432,4,3,2,,
hanus2011chimpanzee,2,exchange_test,2010,10,29,natascha,30.6,30.0,f,chimpanzee,4.0,14,weight,,,2.0,2.0,5.0,5.0,32145,3,2,1,4,5
hanus2011chimpanzee,2,exchange_test,2010,10,29,natascha,30.6,30.0,f,chimpanzee,4.0,15,weight,,,2.0,2.0,2.0,3.0,432,4,3,2,,
hanus2011chimpanzee,2,exchange_test,2010,10,29,natascha,30.6,30.0,f,chimpanzee,4.0,16,weight,,,2.0,2.0,4.0,2.0,34,3,4,,,
hanus2011chimpanzee,2,exchange_test,2010,11,2,natascha,30.6,30.0,f,chimpanzee,5.0,17,weight,,,2.0,2.0,5.0,4.0,4325,4,3,2,5,
hanus2011chimpanzee,2,exchange_test,2010,11,2,natascha,30.6,30.0,f,chimpanzee,5.0,18,weight,,,2.0,2.0,3.0,4.0,4253,4,2,5,3,
hanus2011chimpanzee,2,exchange_test,2010,11,2,natascha,30.6,30.0,f,chimpanzee,5.0,19,weight,,,2.0,2.0,1.0,5.0,32451,3,2,4,5,1
hanus2011chimpanzee,2,exchange_test,2010,11,2,natascha,30.6,30.0,f,chimpanzee,5.0,20,weight,,,2.0,2.0,2.0,2.0,32,3,2,,,
hanus2011chimpanzee,2,exchange_test,2010,11,3,natascha,30.6,30.0,f,chimpanzee,6.0,21,weight,,,2.0,2.0,3.0,1.0,3,3,,,,
hanus2011chimpanzee,2,exchange_test,2010,11,3,natascha,30.6,30.0,f,chimpanzee,6.0,22,weight,,,2.0,2.0,1.0,5.0,34521,3,4,5,2,1
hanus2011chimpanzee,2,exchange_test,2010,11,3,natascha,30.6,30.0,f,chimpanzee,6.0,23,weight,,,2.0,2.0,4.0,1.0,4,4,,,,
hanus2011chimpanzee,2,exchange_test,2010,11,3,natascha,30.6,30.0,f,chimpanzee,6.0,24,weight,,,2.0,2.0,2.0,4.0,3542,3,5,4,2,
hanus2011chimpanzee,2,exchange_test,2010,11,4,natascha,30.6,30.0,f,chimpanzee,7.0,25,weight,,,2.0,2.0,5.0,4.0,3245,3,2,4,5,
hanus2011chimpanzee,2,exchange_test,2010,11,4,natascha,30.6,30.0,f,chimpanzee,7.0,26,weight,,,2.0,2.0,4.0,2.0,34,3,4,,,
hanus2011chimpanzee,2,exchange_test,2010,11,4,natascha,30.6,30.0,f,chimpanzee,7.0,27,weight,,,2.0,2.0,3.0,4.0,4253,4,2,5,3,
hanus2011chimpanzee,2,exchange_test,2010,11,4,natascha,30.6,30.0,f,chimpanzee,7.0,28,weight,,,2.0,2.0,4.0,2.0,34,3,4,,,
hanus2011chimpanzee,2,exchange_test,2010,11,5,natascha,30.6,30.0,f,chimpanzee,8.0,29,weight,,,2.0,2.0,5.0,4.0,3245,3,2,4,5,
hanus2011chimpanzee,2,exchange_test,2010,11,5,natascha,30.6,30.0,f,chimpanzee,8.0,30,weight,,,2.0,2.0,3.0,3.0,423,4,2,3,,
hanus2011chimpanzee,2,exchange_test,2010,11,5,natascha,30.6,30.0,f,chimpanzee,8.0,31,weight,,,2.0,2.0,2.0,2.0,32,3,2,,,
hanus2011chimpanzee,2,exchange_test,2010,11,5,natascha,30.6,30.0,f,chimpanzee,8.0,32,weight,,,2.0,2.0,1.0,5.0,43251,4,3,2,5,1
hanus2011chimpanzee,2,exchange_test,2010,11,8,natascha,30.6,30.0,f,chimpanzee,9.0,33,weight,,,2.0,2.0,2.0,4.0,3452,3,4,5,2,
hanus2011chimpanzee,2,exchange_test,2010,11,8,natascha,30.6,30.0,f,chimpanzee,9.0,34,weight,,,2.0,2.0,5.0,3.0,345,3,4,5,,
hanus2011chimpanzee,2,exchange_test,2010,11,8,natascha,30.6,30.0,f,chimpanzee,9.0,35,weight,,,2.0,2.0,1.0,5.0,45321,4,5,3,2,1
hanus2011chimpanzee,2,exchange_test,2010,11,8,natascha,30.6,30.0,f,chimpanzee,9.0,36,weight,,,2.0,2.0,4.0,4.0,5324,5,3,2,4,
hanus2011chimpanzee,2,exchange_test,2010,11,9,natascha,30.6,30.0,f,chimpanzee,10.0,37,weight,,,2.0,2.0,1.0,5.0,34251,3,4,2,5,1
hanus2011chimpanzee,2,exchange_test,2010,11,9,natascha,30.6,30.0,f,chimpanzee,10.0,38,weight,,,2.0,2.0,2.0,2.0,42,4,2,,,
hanus2011chimpanzee,2,exchange_test,2010,11,9,natascha,30.6,30.0,f,chimpanzee,10.0,39,weight,,,2.0,2.0,3.0,1.0,3,3,,,,
hanus2011chimpanzee,2,exchange_test,2010,11,9,natascha,30.6,30.0,f,chimpanzee,10.0,40,weight,,,2.0,2.0,5.0,3.0,345,3,4,5,,
hanus2011chimpanzee,2,exchange_test,2010,10,6,pia,11.1,11.0,f,chimpanzee,1.0,1,color,,,2.0,1.0,3.0,5.0,42153,4,2,1,5,3
hanus2011chimpanzee,2,exchange_test,2010,10,6,pia,11.1,11.0,f,chimpanzee,1.0,2,color,,,2.0,1.0,1.0,5.0,45321,4,5,3,2,1
hanus2011chimpanzee,2,exchange_test,2010,10,6,pia,11.1,11.0,f,chimpanzee,1.0,3,color,,,2.0,1.0,4.0,5.0,32514,3,2,5,1,4
hanus2011chimpanzee,2,exchange_test,2010,10,6,pia,11.1,11.0,f,chimpanzee,1.0,4,color,,,2.0,1.0,2.0,1.0,2,2,,,,
hanus2011chimpanzee,2,exchange_test,2010,10,7,pia,11.1,11.0,f,chimpanzee,2.0,5,color,,,2.0,1.0,5.0,1.0,-5,-,5,,,
hanus2011chimpanzee,2,exchange_test,2010,10,7,pia,11.1,11.0,f,chimpanzee,2.0,6,color,,,2.0,1.0,4.0,3.0,524,5,2,4,,
hanus2011chimpanzee,2,exchange_test,2010,10,7,pia,11.1,11.0,f,chimpanzee,2.0,7,color,,,2.0,1.0,3.0,3.0,513,5,1,3,,
hanus2011chimpanzee,2,exchange_test,2010,10,7,pia,11.1,11.0,f,chimpanzee,2.0,8,color,,,2.0,1.0,4.0,3.0,534,5,3,4,,
hanus2011chimpanzee,2,exchange_test,2010,10,8,pia,11.1,11.0,f,chimpanzee,3.0,9,color,,,2.0,1.0,5.0,5.0,12345,1,2,3,4,5
hanus2011chimpanzee,2,exchange_test,2010,10,8,pia,11.1,11.0,f,chimpanzee,3.0,10,color,,,2.0,1.0,3.0,4.0,4123,4,1,2,3,
hanus2011chimpanzee,2,exchange_test,2010,10,8,pia,11.1,11.0,f,chimpanzee,3.0,11,color,,,2.0,1.0,2.0,3.0,512,5,1,2,,
hanus2011chimpanzee,2,exchange_test,2010,10,8,pia,11.1,11.0,f,chimpanzee,3.0,12,color,,,2.0,1.0,1.0,4.0,5231,5,2,3,1,
hanus2011chimpanzee,2,exchange_test,2010,10,12,pia,11.1,11.0,f,chimpanzee,4.0,13,color,,,2.0,1.0,2.0,2.0,42,4,2,,,
hanus2011chimpanzee,2,exchange_test,2010,10,12,pia,11.1,11.0,f,chimpanzee,4.0,14,color,,,2.0,1.0,5.0,1.0,5,5,,,,
hanus2011chimpanzee,2,exchange_test,2010,10,12,pia,11.1,11.0,f,chimpanzee,4.0,15,color,,,2.0,1.0,1.0,3.0,521,5,2,1,,
hanus2011chimpanzee,2,exchange_test,2010,10,12,pia,11.1,11.0,f,chimpanzee,4.0,16,color,,,2.0,1.0,4.0,5.0,52134,5,2,1,3,4
hanus2011chimpanzee,2,exchange_test,2010,10,13,pia,11.1,11.0,f,chimpanzee,5.0,17,color,,,2.0,1.0,1.0,4.0,2531,2,5,3,1,
hanus2011chimpanzee,2,exchange_test,2010,10,13,pia,11.1,11.0,f,chimpanzee,5.0,18,color,,,2.0,1.0,2.0,3.0,342,3,4,2,,
hanus2011chimpanzee,2,exchange_test,2010,10,13,pia,11.1,11.0,f,chimpanzee,5.0,19,color,,,2.0,1.0,3.0,2.0,53,5,3,,,
hanus2011chimpanzee,2,exchange_test,2010,10,13,pia,11.1,11.0,f,chimpanzee,5.0,20,color,,,2.0,1.0,5.0,1.0,5,5,,,,
hanus2011chimpanzee,2,exchange_test,2010,10,14,pia,11.1,11.0,f,chimpanzee,6.0,21,color,,,2.0,1.0,2.0,3.0,432,4,3,2,,
hanus2011chimpanzee,2,exchange_test,2010,10,14,pia,11.1,11.0,f,chimpanzee,6.0,22,color,,,2.0,1.0,5.0,1.0,5,5,,,,
hanus2011chimpanzee,2,exchange_test,2010,10,14,pia,11.1,11.0,f,chimpanzee,6.0,23,color,,,2.0,1.0,4.0,4.0,5324,5,3,2,4,
hanus2011chimpanzee,2,exchange_test,2010,10,14,pia,11.1,11.0,f,chimpanzee,6.0,24,color,,,2.0,1.0,3.0,2.0,53,5,3,,,
hanus2011chimpanzee,2,exchange_test,2010,10,15,pia,11.1,11.0,f,chimpanzee,7.0,25,color,,,2.0,1.0,1.0,4.0,5321,5,3,2,1,
hanus2011chimpanzee,2,exchange_test,2010,10,15,pia,11.1,11.0,f,chimpanzee,7.0,26,color,,,2.0,1.0,4.0,4.0,5324,5,3,2,4,
hanus2011chimpanzee,2,exchange_test,2010,10,15,pia,11.1,11.0,f,chimpanzee,7.0,27,color,,,2.0,1.0,1.0,5.0,53241,5,3,2,4,1
hanus2011chimpanzee,2,exchange_test,2010,10,15,pia,11.1,11.0,f,chimpanzee,7.0,28,color,,,2.0,1.0,5.0,1.0,5,5,,,,
hanus2011chimpanzee,2,exchange_test,2010,10,19,pia,11.1,11.0,f,chimpanzee,8.0,29,color,,,2.0,1.0,3.0,4.0,5213,5,2,1,3,
hanus2011chimpanzee,2,exchange_test,2010,10,19,pia,11.1,11.0,f,chimpanzee,8.0,30,color,,,2.0,1.0,4.0,5.0,52314,5,2,3,1,4
hanus2011chimpanzee,2,exchange_test,2010,10,19,pia,11.1,11.0,f,chimpanzee,8.0,31,color,,,2.0,1.0,3.0,3.0,413,4,1,3,,
hanus2011chimpanzee,2,exchange_test,2010,10,19,pia,11.1,11.0,f,chimpanzee,8.0,32,color,,,2.0,1.0,1.0,5.0,54231,5,4,2,3,1
hanus2011chimpanzee,2,exchange_test,2010,10,20,pia,11.1,11.0,f,chimpanzee,9.0,33,color,,,2.0,1.0,2.0,3.0,532,5,3,2,,
hanus2011chimpanzee,2,exchange_test,2010,10,20,pia,11.1,11.0,f,chimpanzee,9.0,34,color,,,2.0,1.0,5.0,1.0,5,5,,,,
hanus2011chimpanzee,2,exchange_test,2010,10,20,pia,11.1,11.0,f,chimpanzee,9.0,35,color,,,2.0,1.0,2.0,3.0,532,5,3,2,,
hanus2011chimpanzee,2,exchange_test,2010,10,20,pia,11.1,11.0,f,chimpanzee,9.0,36,color,,,2.0,1.0,4.0,3.0,534,5,3,4,,
hanus2011chimpanzee,2,exchange_test,2010,10,21,pia,11.1,11.0,f,chimpanzee,10.0,37,color,,,2.0,1.0,5.0,1.0,5,5,,,,
hanus2011chimpanzee,2,exchange_test,2010,10,21,pia,11.1,11.0,f,chimpanzee,10.0,38,color,,,2.0,1.0,3.0,3.0,543,5,4,3,,
hanus2011chimpanzee,2,exchange_test,2010,10,21,pia,11.1,11.0,f,chimpanzee,10.0,39,color,,,2.0,1.0,1.0,5.0,54231,5,4,2,3,1
hanus2011chimpanzee,2,exchange_test,2010,10,21,pia,11.1,11.0,f,chimpanzee,10.0,40,color,,,2.0,1.0,2.0,2.0,52,5,2,,,
hanus2011chimpanzee,2,exchange_test,2010,10,22,pia,11.1,11.0,f,chimpanzee,1.0,1,weight,,,2.0,2.0,2.0,2.0,32,3,2,,,
hanus2011chimpanzee,2,exchange_test,2010,10,22,pia,11.1,11.0,f,chimpanzee,1.0,2,weight,,,2.0,2.0,5.0,1.0,5,5,,,,
hanus2011chimpanzee,2,exchange_test,2010,10,22,pia,11.1,11.0,f,chimpanzee,1.0,3,weight,,,2.0,2.0,4.0,5.0,52134,5,2,1,3,4
hanus2011chimpanzee,2,exchange_test,2010,10,22,pia,11.1,11.0,f,chimpanzee,1.0,4,weight,,,2.0,2.0,3.0,2.0,53,5,3,,,
hanus2011chimpanzee,2,exchange_test,2010,10,26,pia,11.1,11.0,f,chimpanzee,2.0,5,weight,,,2.0,2.0,1.0,3.0,521,5,2,1,,
hanus2011chimpanzee,2,exchange_test,2010,10,26,pia,11.1,11.0,f,chimpanzee,2.0,6,weight,,,2.0,2.0,4.0,5.0,53214,5,3,2,1,4
hanus2011chimpanzee,2,exchange_test,2010,10,26,pia,11.1,11.0,f,chimpanzee,2.0,7,weight,,,2.0,2.0,1.0,4.0,3421,3,4,2,1,
hanus2011chimpanzee,2,exchange_test,2010,10,26,pia,11.1,11.0,f,chimpanzee,2.0,8,weight,,,2.0,2.0,5.0,1.0,5,5,,,,
hanus2011chimpanzee,2,exchange_test,2010,10,28,pia,11.1,11.0,f,chimpanzee,3.0,9,weight,,,2.0,2.0,3.0,4.0,4123,4,1,2,3,
hanus2011chimpanzee,2,exchange_test,2010,10,28,pia,11.1,11.0,f,chimpanzee,3.0,10,weight,,,2.0,2.0,4.0,4.0,5234,5,2,3,4,
hanus2011chimpanzee,2,exchange_test,2010,10,28,pia,11.1,11.0,f,chimpanzee,3.0,11,weight,,,2.0,2.0,3.0,3.0,543,5,4,3,,
hanus2011chimpanzee,2,exchange_test,2010,10,28,pia,11.1,11.0,f,chimpanzee,3.0,12,weight,,,2.0,2.0,1.0,5.0,53421,5,3,4,2,1
hanus2011chimpanzee,2,exchange_test,2010,10,29,pia,11.1,11.0,f,chimpanzee,4.0,13,weight,,,2.0,2.0,2.0,3.0,542,5,4,2,,
hanus2011chimpanzee,2,exchange_test,2010,10,29,pia,11.1,11.0,f,chimpanzee,4.0,14,weight,,,2.0,2.0,5.0,1.0,5,5,,,,
hanus2011chimpanzee,2,exchange_test,2010,10,29,pia,11.1,11.0,f,chimpanzee,4.0,15,weight,,,2.0,2.0,2.0,5.0,31452,3,1,4,5,2
hanus2011chimpanzee,2,exchange_test,2010,10,29,pia,11.1,11.0,f,chimpanzee,4.0,16,weight,,,2.0,2.0,4.0,3.0,524,5,2,4,,
hanus2011chimpanzee,2,exchange_test,2010,11,2,pia,11.1,11.0,f,chimpanzee,5.0,17,weight,,,2.0,2.0,5.0,2.0,35,3,5,,,
hanus2011chimpanzee,2,exchange_test,2010,11,2,pia,11.1,11.0,f,chimpanzee,5.0,18,weight,,,2.0,2.0,3.0,3.0,453,4,5,3,,
hanus2011chimpanzee,2,exchange_test,2010,11,2,pia,11.1,11.0,f,chimpanzee,5.0,19,weight,,,2.0,2.0,1.0,5.0,54321,5,4,3,2,1
hanus2011chimpanzee,2,exchange_test,2010,11,2,pia,11.1,11.0,f,chimpanzee,5.0,20,weight,,,2.0,2.0,2.0,5.0,54312,5,4,3,1,2
hanus2011chimpanzee,2,exchange_test,2010,11,3,pia,11.1,11.0,f,chimpanzee,6.0,21,weight,,,2.0,2.0,3.0,2.0,53,5,3,,,
hanus2011chimpanzee,2,exchange_test,2010,11,3,pia,11.1,11.0,f,chimpanzee,6.0,22,weight,,,2.0,2.0,1.0,5.0,53241,5,3,2,4,1
hanus2011chimpanzee,2,exchange_test,2010,11,3,pia,11.1,11.0,f,chimpanzee,6.0,23,weight,,,2.0,2.0,4.0,4.0,5234,5,2,3,4,
hanus2011chimpanzee,2,exchange_test,2010,11,3,pia,11.1,11.0,f,chimpanzee,6.0,24,weight,,,2.0,2.0,2.0,4.0,5342,5,3,4,2,
hanus2011chimpanzee,2,exchange_test,2010,11,4,pia,11.1,11.0,f,chimpanzee,7.0,25,weight,,,2.0,2.0,5.0,1.0,5,5,,,,
hanus2011chimpanzee,2,exchange_test,2010,11,4,pia,11.1,11.0,f,chimpanzee,7.0,26,weight,,,2.0,2.0,4.0,5.0,53214,5,3,2,1,4
hanus2011chimpanzee,2,exchange_test,2010,11,4,pia,11.1,11.0,f,chimpanzee,7.0,27,weight,,,2.0,2.0,3.0,4.0,5243,5,2,4,3,
hanus2011chimpanzee,2,exchange_test,2010,11,4,pia,11.1,11.0,f,chimpanzee,7.0,28,weight,,,2.0,2.0,4.0,3.0,534,5,3,4,,
hanus2011chimpanzee,2,exchange_test,2010,11,5,pia,11.1,11.0,f,chimpanzee,8.0,29,weight,,,2.0,2.0,5.0,1.0,5,5,,,,
hanus2011chimpanzee,2,exchange_test,2010,11,5,pia,11.1,11.0,f,chimpanzee,8.0,30,weight,,,2.0,2.0,3.0,3.0,543,5,4,3,,
hanus2011chimpanzee,2,exchange_test,2010,11,5,pia,11.1,11.0,f,chimpanzee,8.0,31,weight,,,2.0,2.0,2.0,4.0,5342,5,3,4,2,
hanus2011chimpanzee,2,exchange_test,2010,11,5,pia,11.1,11.0,f,chimpanzee,8.0,32,weight,,,2.0,2.0,1.0,5.0,54321,5,4,3,2,1
hanus2011chimpanzee,2,exchange_test,2010,11,8,pia,11.1,11.0,f,chimpanzee,9.0,33,weight,,,2.0,2.0,2.0,4.0,5432,5,4,3,2,
hanus2011chimpanzee,2,exchange_test,2010,11,8,pia,11.1,11.0,f,chimpanzee,9.0,34,weight,,,2.0,2.0,5.0,1.0,5,5,,,,
hanus2011chimpanzee,2,exchange_test,2010,11,8,pia,11.1,11.0,f,chimpanzee,9.0,35,weight,,,2.0,2.0,1.0,5.0,54321,5,4,3,2,1
hanus2011chimpanzee,2,exchange_test,2010,11,8,pia,11.1,11.0,f,chimpanzee,9.0,36,weight,,,2.0,2.0,4.0,2.0,54,5,4,,,
hanus2011chimpanzee,2,exchange_test,2010,11,9,pia,11.1,11.0,f,chimpanzee,10.0,37,weight,,,2.0,2.0,1.0,5.0,54321,5,4,3,2,1
hanus2011chimpanzee,2,exchange_test,2010,11,9,pia,11.1,11.0,f,chimpanzee,10.0,38,weight,,,2.0,2.0,2.0,5.0,53142,5,3,1,4,2
hanus2011chimpanzee,2,exchange_test,2010,11,9,pia,11.1,11.0,f,chimpanzee,10.0,39,weight,,,2.0,2.0,3.0,4.0,5413,5,4,1,3,
hanus2011chimpanzee,2,exchange_test,2010,11,9,pia,11.1,11.0,f,chimpanzee,10.0,40,weight,,,2.0,2.0,5.0,1.0,5,5,,,,
