study_id,experiment,year,month,day,participant,age_in_years,sex,species,species_subgroup,session,test_trial,trial,condition,constellation,food_left,food_right,point,side_indicated,food_indicated,point_to_absent,indicated_food,prompt
bohn2015communication,2,2014,4,25,robert,38.0,m,chimpanzee,a,5,x1,13,test,same,x,x,1,l,a,1,lq,yes
bohn2015communication,2,2014,4,28,swela,18.0,f,chimpanzee,a,7,0,1,testwarmup,same,c,c,1,l,c,0,none,
bohn2015communication,2,2014,4,28,swela,18.0,f,chimpanzee,a,7,0,2,testwarmup,same,c,c,1,l,c,0,none,
bohn2015communication,2,2014,4,28,swela,18.0,f,chimpanzee,a,7,0,3,testwarmup,same,c,c,1,l,c,0,none,
bohn2015communication,2,2014,4,28,swela,18.0,f,chimpanzee,a,7,0,4,testwarmup,same,c,c,1,l,c,0,none,
bohn2015communication,2,2014,4,28,swela,18.0,f,chimpanzee,a,7,0,5,testwarmup,same,c,c,1,l,c,0,none,
bohn2015communication,2,2014,4,28,swela,18.0,f,chimpanzee,a,7,0,6,testwarmup,same,c,c,1,l,c,0,none,
bohn2015communication,2,2014,4,28,swela,18.0,f,chimpanzee,a,7,0,7,testwarmup,same,c,c,1,l,c,0,none,
bohn2015communication,2,2014,4,28,swela,18.0,f,chimpanzee,a,7,0,8,testwarmup,same,c,c,1,l,c,0,none,
bohn2015communication,2,2014,4,28,swela,18.0,f,chimpanzee,a,7,0,9,testwarmup,same,c,c,1,l,c,0,none,
bohn2015communication,2,2014,4,28,swela,18.0,f,chimpanzee,a,7,1,10,test,same,x,c,1,r,c,0,none,
bohn2015communication,2,2014,4,28,swela,18.0,f,chimpanzee,a,7,2,11,test,same,x,c,1,r,c,0,none,
bohn2015communication,2,2014,4,28,swela,18.0,f,chimpanzee,a,7,3,12,test,same,x,c,1,r,c,0,none,
bohn2015communication,2,2014,4,28,swela,18.0,f,chimpanzee,a,7,x1,13,test,same,x,x,0,n,n,0,none,
bohn2015communication,2,2014,4,28,robert,38.0,m,chimpanzee,a,6,0,1,testwarmup,different,g,a,1,l,g,0,none,
bohn2015communication,2,2014,4,28,robert,38.0,m,chimpanzee,a,6,0,2,testwarmup,different,g,a,1,l,g,0,none,
bohn2015communication,2,2014,4,28,robert,38.0,m,chimpanzee,a,6,0,3,testwarmup,different,g,a,1,l,g,0,none,
bohn2015communication,2,2014,4,28,robert,38.0,m,chimpanzee,a,6,0,4,testwarmup,different,g,a,1,l,g,0,none,
bohn2015communication,2,2014,4,28,robert,38.0,m,chimpanzee,a,6,0,5,testwarmup,different,g,a,1,l,g,0,none,
bohn2015communication,2,2014,4,28,robert,38.0,m,chimpanzee,a,6,0,6,testwarmup,different,g,a,1,l,g,0,none,
bohn2015communication,2,2014,4,28,robert,38.0,m,chimpanzee,a,6,0,7,testwarmup,different,g,a,1,l,g,0,none,
bohn2015communication,2,2014,4,28,robert,38.0,m,chimpanzee,a,6,0,8,testwarmup,different,g,a,1,l,g,0,none,
bohn2015communication,2,2014,4,28,robert,38.0,m,chimpanzee,a,6,0,9,testwarmup,different,g,a,1,l,g,0,none,
bohn2015communication,2,2014,4,28,robert,38.0,m,chimpanzee,a,6,1,10,test,different,x,a,1,r,a,0,none,
bohn2015communication,2,2014,4,28,robert,38.0,m,chimpanzee,a,6,2,11,test,different,x,a,1,r,a,0,none,
bohn2015communication,2,2014,4,28,robert,38.0,m,chimpanzee,a,6,3,12,test,different,x,a,1,r,a,0,none,
bohn2015communication,2,2014,4,28,robert,38.0,m,chimpanzee,a,6,x1,13,test,different,x,x,1,r,a,1,lq,yes
bohn2015communication,2,2014,4,29,swela,18.0,f,chimpanzee,a,8,0,1,testwarmup,different,c,g,1,r,g,0,none,
bohn2015communication,2,2014,4,29,swela,18.0,f,chimpanzee,a,8,0,2,testwarmup,different,c,g,1,r,g,0,none,
bohn2015communication,2,2014,4,29,swela,18.0,f,chimpanzee,a,8,0,3,testwarmup,different,c,g,1,r,g,0,none,
bohn2015communication,2,2014,4,29,swela,18.0,f,chimpanzee,a,8,0,4,testwarmup,different,c,g,1,r,g,0,none,
bohn2015communication,2,2014,4,29,swela,18.0,f,chimpanzee,a,8,0,5,testwarmup,different,c,g,1,r,g,0,none,
bohn2015communication,2,2014,4,29,swela,18.0,f,chimpanzee,a,8,0,6,testwarmup,different,c,g,1,r,g,0,none,
bohn2015communication,2,2014,4,29,swela,18.0,f,chimpanzee,a,8,0,7,testwarmup,different,c,g,1,r,g,0,none,
bohn2015communication,2,2014,4,29,swela,18.0,f,chimpanzee,a,8,0,8,testwarmup,different,c,g,1,r,g,0,none,
bohn2015communication,2,2014,4,29,swela,18.0,f,chimpanzee,a,8,0,9,testwarmup,different,c,g,1,r,g,0,none,
bohn2015communication,2,2014,4,29,swela,18.0,f,chimpanzee,a,8,1,10,test,different,c,x,1,r,g,1,hq,
bohn2015communication,2,2014,4,29,robert,38.0,m,chimpanzee,a,7,0,1,testwarmup,same,g,g,1,l,g,0,none,
bohn2015communication,2,2014,4,29,robert,38.0,m,chimpanzee,a,7,0,2,testwarmup,same,g,g,1,l,g,0,none,
bohn2015communication,2,2014,4,29,robert,38.0,m,chimpanzee,a,7,0,3,testwarmup,same,g,g,1,r,g,0,none,
bohn2015communication,2,2014,4,29,robert,38.0,m,chimpanzee,a,7,0,4,testwarmup,same,g,g,1,r,g,0,none,
bohn2015communication,2,2014,4,29,robert,38.0,m,chimpanzee,a,7,0,5,testwarmup,same,g,g,1,r,g,0,none,
bohn2015communication,2,2014,4,29,robert,38.0,m,chimpanzee,a,7,0,6,testwarmup,same,g,g,1,r,g,0,none,
bohn2015communication,2,2014,4,29,robert,38.0,m,chimpanzee,a,7,0,7,testwarmup,same,g,g,1,r,g,0,none,
bohn2015communication,2,2014,4,29,robert,38.0,m,chimpanzee,a,7,0,8,testwarmup,same,g,g,1,r,g,0,none,
bohn2015communication,2,2014,4,29,robert,38.0,m,chimpanzee,a,7,0,9,testwarmup,same,g,g,1,r,g,0,none,
bohn2015communication,2,2014,4,29,robert,38.0,m,chimpanzee,a,7,0,10,testwarmup,same,g,g,1,r,g,0,none,
bohn2015communication,2,2014,4,29,robert,38.0,m,chimpanzee,a,7,0,11,testwarmup,same,g,g,1,r,g,0,none,
bohn2015communication,2,2014,4,29,robert,38.0,m,chimpanzee,a,7,1,12,test,same,g,x,1,l,g,0,none,
bohn2015communication,2,2014,4,29,robert,38.0,m,chimpanzee,a,7,x1,13,test,same,x,x,1,l,g,1,hq,no
bohn2015communication,2,2014,4,30,robert,38.0,m,chimpanzee,a,8,0,1,testwarmup,different,a,g,1,r,g,0,none,
bohn2015communication,2,2014,4,30,robert,38.0,m,chimpanzee,a,8,0,2,testwarmup,different,a,g,1,r,g,0,none,
bohn2015communication,2,2014,4,30,robert,38.0,m,chimpanzee,a,8,0,3,testwarmup,different,a,g,1,r,g,0,none,
bohn2015communication,2,2014,4,30,robert,38.0,m,chimpanzee,a,8,0,4,testwarmup,different,a,g,1,r,g,0,none,
bohn2015communication,2,2014,4,30,robert,38.0,m,chimpanzee,a,8,0,5,testwarmup,different,a,g,1,r,g,0,none,
bohn2015communication,2,2014,4,30,robert,38.0,m,chimpanzee,a,8,0,6,testwarmup,different,a,g,1,r,g,0,none,
bohn2015communication,2,2014,4,30,robert,38.0,m,chimpanzee,a,8,0,7,testwarmup,different,a,g,1,r,g,0,none,
bohn2015communication,2,2014,4,30,robert,38.0,m,chimpanzee,a,8,0,8,testwarmup,different,a,g,1,r,g,0,none,
bohn2015communication,2,2014,4,30,robert,38.0,m,chimpanzee,a,8,0,9,testwarmup,different,a,g,1,r,g,0,none,
bohn2015communication,2,2014,4,30,robert,38.0,m,chimpanzee,a,8,1,10,test,different,a,x,1,l,a,0,none,
bohn2015communication,2,2014,4,30,robert,38.0,m,chimpanzee,a,8,2,11,test,different,a,x,1,l,a,0,none,
bohn2015communication,2,2014,4,30,robert,38.0,m,chimpanzee,a,8,3,12,test,different,a,x,1,l,a,0,none,
bohn2015communication,2,2014,4,30,robert,38.0,m,chimpanzee,a,8,x1,13,test,different,x,x,1,l,a,1,lq,no
bohn2015communication,2,2014,4,30,alex,13.0,m,chimpanzee,b,5,0,1,testwarmup,same,a,a,1,r,a,0,none,
bohn2015communication,2,2014,4,30,alex,13.0,m,chimpanzee,b,5,0,2,testwarmup,same,a,a,1,l,a,0,none,
bohn2015communication,2,2014,4,30,alex,13.0,m,chimpanzee,b,5,0,3,testwarmup,same,a,a,1,r,a,0,none,
bohn2015communication,2,2014,4,30,alex,13.0,m,chimpanzee,b,5,0,4,testwarmup,same,a,a,1,r,a,0,none,
bohn2015communication,2,2014,4,30,alex,13.0,m,chimpanzee,b,5,0,5,testwarmup,same,a,a,1,r,a,0,none,
bohn2015communication,2,2014,4,30,alex,13.0,m,chimpanzee,b,5,0,6,testwarmup,same,a,a,1,r,a,0,none,
bohn2015communication,2,2014,4,30,alex,13.0,m,chimpanzee,b,5,0,7,testwarmup,same,a,a,1,r,a,0,none,
bohn2015communication,2,2014,4,30,alex,13.0,m,chimpanzee,b,5,0,8,testwarmup,same,a,a,1,r,a,0,none,
bohn2015communication,2,2014,4,30,alex,13.0,m,chimpanzee,b,5,0,9,testwarmup,same,a,a,1,r,a,0,none,
bohn2015communication,2,2014,4,30,alex,13.0,m,chimpanzee,b,5,0,10,testwarmup,same,a,a,1,r,a,0,none,
bohn2015communication,2,2014,4,30,alex,13.0,m,chimpanzee,b,5,1,11,test,same,a,x,1,l,a,0,none,
bohn2015communication,2,2014,4,30,alex,13.0,m,chimpanzee,b,5,2,12,test,same,a,x,1,l,a,0,none,
bohn2015communication,2,2014,4,30,alex,13.0,m,chimpanzee,b,5,x1,13,test,same,x,x,1,r,a,1,lq,yes
bohn2015communication,2,2014,5,1,alex,13.0,m,chimpanzee,b,6,0,1,testwarmup,different,g,a,1,l,g,0,none,
bohn2015communication,2,2014,5,1,alex,13.0,m,chimpanzee,b,6,0,2,testwarmup,different,g,a,1,l,g,0,none,
bohn2015communication,2,2014,5,1,alex,13.0,m,chimpanzee,b,6,0,3,testwarmup,different,g,a,1,l,g,0,none,
bohn2015communication,2,2014,5,1,alex,13.0,m,chimpanzee,b,6,0,4,testwarmup,different,g,a,1,l,g,0,none,
bohn2015communication,2,2014,5,1,alex,13.0,m,chimpanzee,b,6,0,5,testwarmup,different,g,a,1,l,g,0,none,
bohn2015communication,2,2014,5,1,alex,13.0,m,chimpanzee,b,6,0,6,testwarmup,different,g,a,1,l,g,0,none,
bohn2015communication,2,2014,5,1,alex,13.0,m,chimpanzee,b,6,0,7,testwarmup,different,g,a,1,l,g,0,none,
bohn2015communication,2,2014,5,1,alex,13.0,m,chimpanzee,b,6,0,8,testwarmup,different,g,a,1,l,g,0,none,
bohn2015communication,2,2014,5,1,alex,13.0,m,chimpanzee,b,6,0,9,testwarmup,different,g,a,1,l,g,0,none,
bohn2015communication,2,2014,5,1,alex,13.0,m,chimpanzee,b,6,1,10,test,different,x,a,1,r,a,0,none,
bohn2015communication,2,2014,5,1,alex,13.0,m,chimpanzee,b,6,2,11,test,different,x,a,1,r,a,0,none,
bohn2015communication,2,2014,5,1,alex,13.0,m,chimpanzee,b,6,3,12,test,different,x,a,1,r,a,0,none,
bohn2015communication,2,2014,5,1,alex,13.0,m,chimpanzee,b,6,x1,13,test,different,x,x,1,r,a,1,lq,no
bohn2015communication,2,2014,5,2,kisha,10.0,f,chimpanzee,a,5,0,1,testwarmup,different,g,a,1,l,g,0,none,
bohn2015communication,2,2014,5,2,kisha,10.0,f,chimpanzee,a,5,0,2,testwarmup,different,g,a,1,l,g,0,none,
bohn2015communication,2,2014,5,2,kisha,10.0,f,chimpanzee,a,5,0,3,testwarmup,different,g,a,1,l,g,0,none,
bohn2015communication,2,2014,5,2,kisha,10.0,f,chimpanzee,a,5,0,4,testwarmup,different,g,a,1,l,g,0,none,
bohn2015communication,2,2014,5,2,kisha,10.0,f,chimpanzee,a,5,0,5,testwarmup,different,g,a,1,l,g,0,none,
bohn2015communication,2,2014,5,2,kisha,10.0,f,chimpanzee,a,5,0,6,testwarmup,different,g,a,1,l,g,0,none,
bohn2015communication,2,2014,5,2,kisha,10.0,f,chimpanzee,a,5,0,7,testwarmup,different,g,a,1,l,g,0,none,
bohn2015communication,2,2014,5,2,kisha,10.0,f,chimpanzee,a,5,0,8,testwarmup,different,g,a,1,l,g,0,none,
bohn2015communication,2,2014,5,2,kisha,10.0,f,chimpanzee,a,5,0,9,testwarmup,different,g,a,1,l,g,0,none,
bohn2015communication,2,2014,5,2,kisha,10.0,f,chimpanzee,a,5,1,10,test,different,x,a,1,r,a,0,none,yes
bohn2015communication,2,2014,5,2,kisha,10.0,f,chimpanzee,a,5,2,11,test,different,x,a,1,n,n,0,none,
bohn2015communication,2,2014,5,2,alex,13.0,m,chimpanzee,b,7,0,1,testwarmup,same,g,g,1,r,g,0,none,
bohn2015communication,2,2014,5,2,alex,13.0,m,chimpanzee,b,7,0,2,testwarmup,same,g,g,1,r,g,0,none,
bohn2015communication,2,2014,5,2,alex,13.0,m,chimpanzee,b,7,0,3,testwarmup,same,g,g,1,r,g,0,none,
bohn2015communication,2,2014,5,2,alex,13.0,m,chimpanzee,b,7,0,4,testwarmup,same,g,g,1,r,g,0,none,
bohn2015communication,2,2014,5,2,alex,13.0,m,chimpanzee,b,7,0,5,testwarmup,same,g,g,1,r,g,0,none,
bohn2015communication,2,2014,5,2,alex,13.0,m,chimpanzee,b,7,0,6,testwarmup,same,g,g,1,r,g,0,none,
bohn2015communication,2,2014,5,2,alex,13.0,m,chimpanzee,b,7,0,7,testwarmup,same,g,g,1,r,g,0,none,
bohn2015communication,2,2014,5,2,alex,13.0,m,chimpanzee,b,7,0,8,testwarmup,same,g,g,1,r,g,0,none,
bohn2015communication,2,2014,5,2,alex,13.0,m,chimpanzee,b,7,0,9,testwarmup,same,g,g,1,r,g,0,none,
bohn2015communication,2,2014,5,2,alex,13.0,m,chimpanzee,b,7,1,10,test,same,g,x,1,l,g,0,none,
bohn2015communication,2,2014,5,2,alex,13.0,m,chimpanzee,b,7,2,11,test,same,g,x,1,l,g,0,none,
bohn2015communication,2,2014,5,2,alex,13.0,m,chimpanzee,b,7,3,12,test,same,g,x,1,l,g,0,none,
bohn2015communication,2,2014,5,2,alex,13.0,m,chimpanzee,b,7,x1,13,test,same,x,x,1,l,g,1,hq,
bohn2015communication,2,2014,5,3,alex,13.0,m,chimpanzee,b,8,0,1,testwarmup,different,a,g,1,r,g,0,none,
bohn2015communication,2,2014,5,3,alex,13.0,m,chimpanzee,b,8,0,2,testwarmup,different,a,g,1,r,g,0,none,
bohn2015communication,2,2014,5,3,alex,13.0,m,chimpanzee,b,8,0,3,testwarmup,different,a,g,1,r,g,0,none,
bohn2015communication,2,2014,5,3,alex,13.0,m,chimpanzee,b,8,0,4,testwarmup,different,a,g,1,r,g,0,none,
bohn2015communication,2,2014,5,3,alex,13.0,m,chimpanzee,b,8,0,5,testwarmup,different,a,g,1,r,g,0,none,
bohn2015communication,2,2014,5,3,alex,13.0,m,chimpanzee,b,8,0,6,testwarmup,different,a,g,1,r,g,0,none,
bohn2015communication,2,2014,5,3,alex,13.0,m,chimpanzee,b,8,0,7,testwarmup,different,a,g,1,r,g,0,none,
bohn2015communication,2,2014,5,3,alex,13.0,m,chimpanzee,b,8,0,8,testwarmup,different,a,g,1,r,g,0,none,
bohn2015communication,2,2014,5,3,alex,13.0,m,chimpanzee,b,8,0,9,testwarmup,different,a,g,1,r,g,0,none,
bohn2015communication,2,2014,5,3,alex,13.0,m,chimpanzee,b,8,1,10,test,different,a,x,1,l,a,0,none,
bohn2015communication,2,2014,5,3,alex,13.0,m,chimpanzee,b,8,2,11,test,different,a,x,1,r,g,1,hq,
bohn2015communication,2,2014,5,5,kisha,10.0,f,chimpanzee,a,6,0,1,testwarmup,same,g,g,1,l,g,0,none,
bohn2015communication,2,2014,5,5,kisha,10.0,f,chimpanzee,a,6,0,2,testwarmup,same,g,g,1,l,g,0,none,
bohn2015communication,2,2014,5,5,kisha,10.0,f,chimpanzee,a,6,0,3,testwarmup,same,g,g,1,l,g,0,none,
bohn2015communication,2,2014,5,5,kisha,10.0,f,chimpanzee,a,6,0,4,testwarmup,same,g,g,1,l,g,0,none,
bohn2015communication,2,2014,5,5,kisha,10.0,f,chimpanzee,a,6,0,5,testwarmup,same,g,g,1,l,g,0,none,
bohn2015communication,2,2014,5,5,kisha,10.0,f,chimpanzee,a,6,0,6,testwarmup,same,g,g,1,l,g,0,none,
bohn2015communication,2,2014,5,5,kisha,10.0,f,chimpanzee,a,6,0,7,testwarmup,same,g,g,1,l,g,0,none,
bohn2015communication,2,2014,5,5,kisha,10.0,f,chimpanzee,a,6,0,8,testwarmup,same,g,g,1,l,g,0,none,
bohn2015communication,2,2014,5,5,kisha,10.0,f,chimpanzee,a,6,0,9,testwarmup,same,g,g,1,l,g,0,none,
bohn2015communication,2,2014,5,5,kisha,10.0,f,chimpanzee,a,6,1,10,test,same,x,g,1,r,g,0,none,
bohn2015communication,2,2014,5,5,kisha,10.0,f,chimpanzee,a,6,2,11,test,same,x,g,1,r,g,0,none,
bohn2015communication,2,2014,5,5,kisha,10.0,f,chimpanzee,a,6,3,12,test,same,x,g,1,r,g,0,none,
bohn2015communication,2,2014,5,5,kisha,10.0,f,chimpanzee,a,6,x1,13,test,same,x,x,1,l,g,1,hq,no
bohn2015communication,2,2014,5,6,kisha,10.0,f,chimpanzee,a,7,0,1,testwarmup,different,a,g,1,r,g,0,none,
bohn2015communication,2,2014,5,6,kisha,10.0,f,chimpanzee,a,7,0,2,testwarmup,different,a,g,1,r,g,0,none,
bohn2015communication,2,2014,5,6,kisha,10.0,f,chimpanzee,a,7,0,3,testwarmup,different,a,g,1,r,g,0,none,
bohn2015communication,2,2014,5,6,kisha,10.0,f,chimpanzee,a,7,0,4,testwarmup,different,a,g,1,r,g,0,none,
bohn2015communication,2,2014,5,6,kisha,10.0,f,chimpanzee,a,7,0,5,testwarmup,different,a,g,1,r,g,0,none,
bohn2015communication,2,2014,5,6,kisha,10.0,f,chimpanzee,a,7,0,6,testwarmup,different,a,g,1,r,g,0,none,
bohn2015communication,2,2014,5,6,kisha,10.0,f,chimpanzee,a,7,0,7,testwarmup,different,a,g,1,r,g,0,none,
bohn2015communication,2,2014,5,6,kisha,10.0,f,chimpanzee,a,7,0,8,testwarmup,different,a,g,1,r,g,0,none,
bohn2015communication,2,2014,5,6,kisha,10.0,f,chimpanzee,a,7,0,9,testwarmup,different,a,g,1,r,g,0,none,
bohn2015communication,2,2014,5,6,kisha,10.0,f,chimpanzee,a,7,1,10,test,different,a,x,1,l,a,0,none,
bohn2015communication,2,2014,5,6,kisha,10.0,f,chimpanzee,a,7,2,11,test,different,a,x,1,l,a,0,none,
bohn2015communication,2,2014,5,6,kisha,10.0,f,chimpanzee,a,7,3,12,test,different,a,x,1,l,a,0,none,
bohn2015communication,2,2014,5,6,kisha,10.0,f,chimpanzee,a,7,x1,13,test,different,x,x,1,l,a,1,lq,
bohn2015communication,2,2014,5,7,kisha,10.0,f,chimpanzee,a,8,0,1,testwarmup,same,a,a,1,l,a,0,none,
bohn2015communication,2,2014,5,7,kisha,10.0,f,chimpanzee,a,8,0,2,testwarmup,same,a,a,1,l,a,0,none,
bohn2015communication,2,2014,5,7,kisha,10.0,f,chimpanzee,a,8,0,3,testwarmup,same,a,a,1,l,a,0,none,
bohn2015communication,2,2014,5,7,kisha,10.0,f,chimpanzee,a,8,0,4,testwarmup,same,a,a,1,l,a,0,none,
bohn2015communication,2,2014,5,7,kisha,10.0,f,chimpanzee,a,8,0,5,testwarmup,same,a,a,1,l,a,0,none,
bohn2015communication,2,2014,5,7,kisha,10.0,f,chimpanzee,a,8,0,6,testwarmup,same,a,a,1,l,a,0,none,
bohn2015communication,2,2014,5,7,kisha,10.0,f,chimpanzee,a,8,0,7,testwarmup,same,a,a,1,l,a,0,none,
bohn2015communication,2,2014,5,7,kisha,10.0,f,chimpanzee,a,8,0,8,testwarmup,same,a,a,1,l,a,0,none,
bohn2015communication,2,2014,5,7,kisha,10.0,f,chimpanzee,a,8,0,9,testwarmup,same,a,a,1,l,a,0,none,
bohn2015communication,2,2014,5,7,kisha,10.0,f,chimpanzee,a,8,1,10,test,same,x,a,1,r,a,0,none,
bohn2015communication,2,2014,5,7,kisha,10.0,f,chimpanzee,a,8,2,11,test,same,x,a,1,l,a,1,lq,
