study_id,experiment,participant,age_in_years,sex,species,session,trial_number,trial_type,location,reward,reward_codes
volter2014great,2,frodo,19.0,m,chimpanzee,1,8.0,infer,l,1.0,correct
volter2014great,2,frodo,19.0,m,chimpanzee,1,9.0,non_causal,r,1.0,correct
volter2014great,2,frodo,19.0,m,chimpanzee,1,10.0,non_causal,l,1.0,correct
volter2014great,2,frodo,19.0,m,chimpanzee,1,11.0,control,r,1.0,correct
volter2014great,2,frodo,19.0,m,chimpanzee,1,12.0,control,l,1.0,correct
volter2014great,2,frodo,19.0,m,chimpanzee,2,13.0,control,r,1.0,correct
volter2014great,2,frodo,19.0,m,chimpanzee,2,14.0,control,l,1.0,correct
volter2014great,2,frodo,19.0,m,chimpanzee,2,15.0,non_causal,l,0.0,incorrect
volter2014great,2,frodo,19.0,m,chimpanzee,2,16.0,control,r,0.0,incorrect
volter2014great,2,frodo,19.0,m,chimpanzee,2,17.0,control,l,0.0,incorrect
volter2014great,2,frodo,19.0,m,chimpanzee,2,18.0,infer,l,0.0,incorrect
volter2014great,2,frodo,19.0,m,chimpanzee,2,19.0,infer,r,1.0,correct
volter2014great,2,frodo,19.0,m,chimpanzee,2,20.0,non_causal,r,0.0,incorrect
volter2014great,2,frodo,19.0,m,chimpanzee,2,21.0,non_causal,l,0.0,incorrect
volter2014great,2,frodo,19.0,m,chimpanzee,2,22.0,infer,l,0.0,incorrect
volter2014great,2,frodo,19.0,m,chimpanzee,2,23.0,non_causal,r,1.0,correct
volter2014great,2,frodo,19.0,m,chimpanzee,2,24.0,infer,r,0.0,incorrect
volter2014great,2,frodo,19.0,m,chimpanzee,3,25.0,non_causal,r,1.0,correct
volter2014great,2,frodo,19.0,m,chimpanzee,3,26.0,control,l,0.0,incorrect
volter2014great,2,frodo,19.0,m,chimpanzee,3,27.0,non_causal,l,0.0,incorrect
volter2014great,2,frodo,19.0,m,chimpanzee,3,28.0,non_causal,r,1.0,correct
volter2014great,2,frodo,19.0,m,chimpanzee,3,29.0,infer,l,1.0,correct
volter2014great,2,frodo,19.0,m,chimpanzee,3,30.0,control,r,1.0,correct
volter2014great,2,frodo,19.0,m,chimpanzee,3,31.0,infer,r,0.0,incorrect
volter2014great,2,frodo,19.0,m,chimpanzee,3,32.0,infer,l,0.0,incorrect
volter2014great,2,frodo,19.0,m,chimpanzee,3,33.0,control,r,1.0,correct
volter2014great,2,frodo,19.0,m,chimpanzee,3,34.0,control,l,1.0,correct
volter2014great,2,frodo,19.0,m,chimpanzee,3,35.0,non_causal,l,1.0,correct
volter2014great,2,frodo,19.0,m,chimpanzee,3,36.0,infer,r,1.0,correct
volter2014great,2,frodo,19.0,m,chimpanzee,4,37.0,infer,r,1.0,correct
volter2014great,2,frodo,19.0,m,chimpanzee,4,38.0,non_causal,l,1.0,correct
volter2014great,2,frodo,19.0,m,chimpanzee,4,39.0,infer,l,0.0,incorrect
volter2014great,2,frodo,19.0,m,chimpanzee,4,40.0,control,r,1.0,correct
volter2014great,2,frodo,19.0,m,chimpanzee,4,41.0,infer,r,0.0,incorrect
volter2014great,2,frodo,19.0,m,chimpanzee,4,42.0,infer,l,1.0,correct
volter2014great,2,frodo,19.0,m,chimpanzee,4,43.0,control,r,1.0,correct
volter2014great,2,frodo,19.0,m,chimpanzee,4,44.0,non_causal,r,1.0,correct
volter2014great,2,frodo,19.0,m,chimpanzee,4,45.0,control,l,1.0,correct
volter2014great,2,frodo,19.0,m,chimpanzee,4,46.0,non_causal,l,0.0,incorrect
volter2014great,2,frodo,19.0,m,chimpanzee,4,47.0,control,l,0.0,incorrect
volter2014great,2,frodo,19.0,m,chimpanzee,4,48.0,non_causal,r,0.0,incorrect
volter2014great,2,frodo,19.0,m,chimpanzee,5,49.0,infer,l,1.0,correct
volter2014great,2,frodo,19.0,m,chimpanzee,5,50.0,control,l,0.0,incorrect
volter2014great,2,frodo,19.0,m,chimpanzee,5,51.0,control,r,1.0,correct
volter2014great,2,frodo,19.0,m,chimpanzee,5,52.0,infer,l,1.0,correct
volter2014great,2,frodo,19.0,m,chimpanzee,5,53.0,non_causal,l,1.0,correct
volter2014great,2,frodo,19.0,m,chimpanzee,5,54.0,infer,r,1.0,correct
volter2014great,2,frodo,19.0,m,chimpanzee,5,55.0,infer,r,1.0,correct
volter2014great,2,frodo,19.0,m,chimpanzee,5,56.0,control,l,1.0,correct
volter2014great,2,frodo,19.0,m,chimpanzee,5,57.0,non_causal,r,1.0,correct
volter2014great,2,frodo,19.0,m,chimpanzee,5,58.0,non_causal,r,1.0,correct
volter2014great,2,frodo,19.0,m,chimpanzee,5,59.0,control,r,0.0,incorrect
volter2014great,2,frodo,19.0,m,chimpanzee,5,60.0,non_causal,l,1.0,correct
volter2014great,2,frodo,19.0,m,chimpanzee,6,61.0,control,r,0.0,incorrect
volter2014great,2,frodo,19.0,m,chimpanzee,6,62.0,control,l,0.0,incorrect
volter2014great,2,frodo,19.0,m,chimpanzee,6,63.0,infer,l,1.0,correct
volter2014great,2,frodo,19.0,m,chimpanzee,6,64.0,infer,r,1.0,correct
volter2014great,2,frodo,19.0,m,chimpanzee,6,65.0,non_causal,r,1.0,correct
volter2014great,2,frodo,19.0,m,chimpanzee,6,66.0,control,l,0.0,incorrect
volter2014great,2,frodo,19.0,m,chimpanzee,6,67.0,non_causal,l,0.0,incorrect
volter2014great,2,frodo,19.0,m,chimpanzee,6,68.0,control,r,0.0,incorrect
volter2014great,2,frodo,19.0,m,chimpanzee,6,69.0,infer,r,1.0,correct
volter2014great,2,frodo,19.0,m,chimpanzee,6,70.0,infer,l,1.0,correct
volter2014great,2,frodo,19.0,m,chimpanzee,6,71.0,non_causal,r,1.0,correct
volter2014great,2,frodo,19.0,m,chimpanzee,6,72.0,non_causal,l,1.0,correct
volter2014great,2,fraukje,36.0,f,chimpanzee,1,1.0,infer,l,1.0,correct
volter2014great,2,fraukje,36.0,f,chimpanzee,1,2.0,non_causal,r,1.0,correct
volter2014great,2,fraukje,36.0,f,chimpanzee,1,3.0,control,r,1.0,correct
volter2014great,2,fraukje,36.0,f,chimpanzee,1,4.0,infer,r,0.0,incorrect
volter2014great,2,fraukje,36.0,f,chimpanzee,1,5.0,control,l,1.0,correct
volter2014great,2,fraukje,36.0,f,chimpanzee,1,6.0,control,r,0.0,incorrect
volter2014great,2,fraukje,36.0,f,chimpanzee,1,7.0,non_causal,l,1.0,correct
volter2014great,2,fraukje,36.0,f,chimpanzee,1,8.0,infer,l,0.0,incorrect
volter2014great,2,fraukje,36.0,f,chimpanzee,1,9.0,non_causal,l,1.0,correct
volter2014great,2,fraukje,36.0,f,chimpanzee,1,10.0,non_causal,r,1.0,correct
volter2014great,2,fraukje,36.0,f,chimpanzee,1,11.0,infer,r,1.0,correct
volter2014great,2,fraukje,36.0,f,chimpanzee,1,12.0,control,l,1.0,correct
volter2014great,2,fraukje,36.0,f,chimpanzee,2,13.0,control,r,1.0,correct
volter2014great,2,fraukje,36.0,f,chimpanzee,2,14.0,infer,r,1.0,correct
volter2014great,2,fraukje,36.0,f,chimpanzee,2,15.0,non_causal,r,0.0,incorrect
volter2014great,2,fraukje,36.0,f,chimpanzee,2,16.0,infer,l,0.0,incorrect
volter2014great,2,fraukje,36.0,f,chimpanzee,2,17.0,infer,l,0.0,incorrect
volter2014great,2,fraukje,36.0,f,chimpanzee,2,18.0,non_causal,r,1.0,correct
volter2014great,2,fraukje,36.0,f,chimpanzee,2,19.0,control,l,1.0,correct
volter2014great,2,fraukje,36.0,f,chimpanzee,2,20.0,non_causal,l,1.0,correct
volter2014great,2,fraukje,36.0,f,chimpanzee,2,21.0,infer,r,1.0,correct
volter2014great,2,fraukje,36.0,f,chimpanzee,2,22.0,control,l,0.0,incorrect
volter2014great,2,fraukje,36.0,f,chimpanzee,2,23.0,non_causal,l,1.0,correct
volter2014great,2,fraukje,36.0,f,chimpanzee,2,24.0,control,r,0.0,incorrect
volter2014great,2,fraukje,36.0,f,chimpanzee,3,25.0,infer,r,1.0,correct
volter2014great,2,fraukje,36.0,f,chimpanzee,3,26.0,control,l,0.0,incorrect
