study_id,experiment,participant,age_in_years,sex,species,session,trial_number,trial_type,location,reward,reward_codes
volter2014great,5,fraukje,36.0,f,chimpanzee,2,23.0,two_steps,r,1.0,correct
volter2014great,5,fraukje,36.0,f,chimpanzee,2,24.0,infer,l,0.0,incorrect
volter2014great,5,fraukje,36.0,f,chimpanzee,3,25.0,one_step,r,1.0,correct
volter2014great,5,fraukje,36.0,f,chimpanzee,3,26.0,infer,r,1.0,correct
volter2014great,5,fraukje,36.0,f,chimpanzee,3,27.0,two_steps,r,1.0,correct
volter2014great,5,fraukje,36.0,f,chimpanzee,3,28.0,infer,l,1.0,correct
volter2014great,5,fraukje,36.0,f,chimpanzee,3,29.0,one_step,l,1.0,correct
volter2014great,5,fraukje,36.0,f,chimpanzee,3,30.0,two_steps,l,0.0,incorrect
volter2014great,5,fraukje,36.0,f,chimpanzee,3,31.0,one_step,r,1.0,correct
volter2014great,5,fraukje,36.0,f,chimpanzee,3,32.0,infer,r,1.0,correct
volter2014great,5,fraukje,36.0,f,chimpanzee,3,33.0,two_steps,r,0.0,incorrect
volter2014great,5,fraukje,36.0,f,chimpanzee,3,34.0,two_steps,l,0.0,incorrect
volter2014great,5,fraukje,36.0,f,chimpanzee,3,35.0,one_step,l,0.0,incorrect
volter2014great,5,fraukje,36.0,f,chimpanzee,3,36.0,infer,l,1.0,correct
volter2014great,5,fraukje,36.0,f,chimpanzee,4,37.0,one_step,r,0.0,incorrect
volter2014great,5,fraukje,36.0,f,chimpanzee,4,38.0,two_steps,l,0.0,incorrect
volter2014great,5,fraukje,36.0,f,chimpanzee,4,39.0,infer,l,0.0,incorrect
volter2014great,5,fraukje,36.0,f,chimpanzee,4,40.0,infer,r,1.0,correct
volter2014great,5,fraukje,36.0,f,chimpanzee,4,41.0,one_step,l,1.0,correct
volter2014great,5,fraukje,36.0,f,chimpanzee,4,42.0,two_steps,r,1.0,correct
volter2014great,5,fraukje,36.0,f,chimpanzee,4,43.0,two_steps,r,1.0,correct
volter2014great,5,fraukje,36.0,f,chimpanzee,4,44.0,one_step,l,1.0,correct
volter2014great,5,fraukje,36.0,f,chimpanzee,4,45.0,two_steps,l,0.0,incorrect
volter2014great,5,fraukje,36.0,f,chimpanzee,4,46.0,infer,r,1.0,correct
volter2014great,5,fraukje,36.0,f,chimpanzee,4,47.0,one_step,r,1.0,correct
volter2014great,5,fraukje,36.0,f,chimpanzee,4,48.0,infer,l,0.0,incorrect
volter2014great,5,fraukje,36.0,f,chimpanzee,5,49.0,two_steps,r,1.0,correct
volter2014great,5,fraukje,36.0,f,chimpanzee,5,50.0,one_step,l,1.0,correct
volter2014great,5,fraukje,36.0,f,chimpanzee,5,51.0,infer,r,1.0,correct
volter2014great,5,fraukje,36.0,f,chimpanzee,5,52.0,two_steps,l,1.0,correct
volter2014great,5,fraukje,36.0,f,chimpanzee,5,53.0,two_steps,l,0.0,incorrect
volter2014great,5,fraukje,36.0,f,chimpanzee,5,54.0,infer,l,1.0,correct
volter2014great,5,fraukje,36.0,f,chimpanzee,5,55.0,two_steps,r,1.0,correct
volter2014great,5,fraukje,36.0,f,chimpanzee,5,56.0,one_step,l,1.0,correct
volter2014great,5,fraukje,36.0,f,chimpanzee,5,57.0,one_step,r,1.0,correct
volter2014great,5,fraukje,36.0,f,chimpanzee,5,58.0,infer,l,0.0,incorrect
volter2014great,5,fraukje,36.0,f,chimpanzee,5,59.0,infer,r,1.0,correct
volter2014great,5,fraukje,36.0,f,chimpanzee,5,60.0,one_step,r,1.0,correct
volter2014great,5,fraukje,36.0,f,chimpanzee,6,61.0,one_step,l,0.0,incorrect
volter2014great,5,fraukje,36.0,f,chimpanzee,6,62.0,one_step,l,0.0,incorrect
volter2014great,5,fraukje,36.0,f,chimpanzee,6,63.0,two_steps,r,1.0,correct
volter2014great,5,fraukje,36.0,f,chimpanzee,6,64.0,one_step,r,1.0,correct
volter2014great,5,fraukje,36.0,f,chimpanzee,6,65.0,infer,l,1.0,correct
volter2014great,5,fraukje,36.0,f,chimpanzee,6,66.0,two_steps,l,0.0,incorrect
volter2014great,5,fraukje,36.0,f,chimpanzee,6,67.0,infer,l,0.0,incorrect
volter2014great,5,fraukje,36.0,f,chimpanzee,6,68.0,two_steps,r,1.0,correct
volter2014great,5,fraukje,36.0,f,chimpanzee,6,69.0,infer,r,1.0,correct
volter2014great,5,fraukje,36.0,f,chimpanzee,6,70.0,one_step,r,1.0,correct
volter2014great,5,fraukje,36.0,f,chimpanzee,6,71.0,two_steps,l,0.0,incorrect
volter2014great,5,fraukje,36.0,f,chimpanzee,6,72.0,infer,r,1.0,correct
volter2014great,5,alex,11.0,m,chimpanzee,1,1.0,one_step,r,1.0,correct
volter2014great,5,alex,11.0,m,chimpanzee,1,2.0,two_steps,l,0.0,incorrect
volter2014great,5,alex,11.0,m,chimpanzee,1,3.0,two_steps,l,0.0,incorrect
volter2014great,5,alex,11.0,m,chimpanzee,1,4.0,one_step,l,1.0,correct
volter2014great,5,alex,11.0,m,chimpanzee,1,5.0,infer,r,1.0,correct
volter2014great,5,alex,11.0,m,chimpanzee,1,6.0,two_steps,r,0.0,incorrect
volter2014great,5,alex,11.0,m,chimpanzee,1,7.0,infer,l,1.0,correct
volter2014great,5,alex,11.0,m,chimpanzee,1,8.0,two_steps,r,0.0,incorrect
volter2014great,5,alex,11.0,m,chimpanzee,1,9.0,infer,r,1.0,correct
volter2014great,5,alex,11.0,m,chimpanzee,1,10.0,infer,l,1.0,correct
volter2014great,5,alex,11.0,m,chimpanzee,1,11.0,one_step,r,0.0,incorrect
volter2014great,5,alex,11.0,m,chimpanzee,1,12.0,one_step,l,0.0,incorrect
volter2014great,5,alex,11.0,m,chimpanzee,2,13.0,two_steps,l,0.0,incorrect
volter2014great,5,alex,11.0,m,chimpanzee,2,14.0,two_steps,r,0.0,incorrect
volter2014great,5,alex,11.0,m,chimpanzee,2,15.0,one_step,l,0.0,incorrect
volter2014great,5,alex,11.0,m,chimpanzee,2,16.0,two_steps,r,0.0,incorrect
volter2014great,5,alex,11.0,m,chimpanzee,2,17.0,infer,r,1.0,correct
volter2014great,5,alex,11.0,m,chimpanzee,2,18.0,infer,l,1.0,correct
volter2014great,5,alex,11.0,m,chimpanzee,2,19.0,one_step,r,1.0,correct
volter2014great,5,alex,11.0,m,chimpanzee,2,20.0,one_step,r,1.0,correct
volter2014great,5,alex,11.0,m,chimpanzee,2,21.0,infer,l,1.0,correct
volter2014great,5,alex,11.0,m,chimpanzee,2,22.0,two_steps,l,1.0,correct
volter2014great,5,alex,11.0,m,chimpanzee,2,23.0,one_step,l,0.0,incorrect
volter2014great,5,alex,11.0,m,chimpanzee,2,24.0,infer,r,1.0,correct
volter2014great,5,alex,11.0,m,chimpanzee,3,25.0,one_step,r,1.0,correct
volter2014great,5,alex,11.0,m,chimpanzee,3,26.0,one_step,l,1.0,correct
volter2014great,5,alex,11.0,m,chimpanzee,3,27.0,infer,l,1.0,correct
volter2014great,5,alex,11.0,m,chimpanzee,3,28.0,two_steps,l,0.0,incorrect
volter2014great,5,alex,11.0,m,chimpanzee,3,29.0,infer,r,1.0,correct
volter2014great,5,alex,11.0,m,chimpanzee,3,30.0,infer,r,1.0,correct
volter2014great,5,alex,11.0,m,chimpanzee,3,31.0,one_step,l,1.0,correct
volter2014great,5,alex,11.0,m,chimpanzee,3,32.0,two_steps,r,0.0,incorrect
volter2014great,5,alex,11.0,m,chimpanzee,3,33.0,infer,l,1.0,correct
volter2014great,5,alex,11.0,m,chimpanzee,3,34.0,two_steps,l,0.0,incorrect
volter2014great,5,alex,11.0,m,chimpanzee,3,35.0,one_step,r,1.0,correct
volter2014great,5,alex,11.0,m,chimpanzee,3,36.0,two_steps,r,0.0,incorrect
volter2014great,5,alex,11.0,m,chimpanzee,4,37.0,infer,l,1.0,correct
volter2014great,5,alex,11.0,m,chimpanzee,4,38.0,two_steps,l,0.0,incorrect
volter2014great,5,alex,11.0,m,chimpanzee,4,39.0,two_steps,l,0.0,incorrect
volter2014great,5,alex,11.0,m,chimpanzee,4,40.0,infer,r,1.0,correct
volter2014great,5,alex,11.0,m,chimpanzee,4,41.0,two_steps,r,0.0,incorrect
volter2014great,5,alex,11.0,m,chimpanzee,4,42.0,one_step,r,0.0,incorrect
volter2014great,5,alex,11.0,m,chimpanzee,4,43.0,infer,l,1.0,correct
volter2014great,5,alex,11.0,m,chimpanzee,4,44.0,two_steps,r,0.0,incorrect
volter2014great,5,alex,11.0,m,chimpanzee,4,45.0,one_step,l,1.0,correct
volter2014great,5,alex,11.0,m,chimpanzee,4,46.0,infer,r,1.0,correct
volter2014great,5,alex,11.0,m,chimpanzee,4,47.0,one_step,l,0.0,incorrect
volter2014great,5,alex,11.0,m,chimpanzee,4,48.0,one_step,r,1.0,correct
volter2014great,5,alex,11.0,m,chimpanzee,5,49.0,two_steps,r,0.0,incorrect
volter2014great,5,alex,11.0,m,chimpanzee,5,50.0,infer,l,1.0,correct
volter2014great,5,alex,11.0,m,chimpanzee,5,51.0,two_steps,r,1.0,correct
volter2014great,5,alex,11.0,m,chimpanzee,5,52.0,infer,r,1.0,correct
volter2014great,5,alex,11.0,m,chimpanzee,5,53.0,two_steps,l,0.0,incorrect
volter2014great,5,alex,11.0,m,chimpanzee,5,54.0,one_step,l,0.0,incorrect
volter2014great,5,alex,11.0,m,chimpanzee,5,55.0,one_step,r,1.0,correct
volter2014great,5,alex,11.0,m,chimpanzee,5,56.0,infer,r,1.0,correct
volter2014great,5,alex,11.0,m,chimpanzee,5,57.0,one_step,r,0.0,incorrect
volter2014great,5,alex,11.0,m,chimpanzee,5,58.0,one_step,l,1.0,correct
volter2014great,5,alex,11.0,m,chimpanzee,5,59.0,infer,l,1.0,correct
volter2014great,5,alex,11.0,m,chimpanzee,5,60.0,two_steps,l,0.0,incorrect
volter2014great,5,alex,11.0,m,chimpanzee,6,61.0,one_step,l,1.0,correct
volter2014great,5,alex,11.0,m,chimpanzee,6,62.0,infer,l,1.0,correct
volter2014great,5,alex,11.0,m,chimpanzee,6,63.0,two_steps,r,1.0,correct
volter2014great,5,alex,11.0,m,chimpanzee,6,64.0,infer,r,1.0,correct
volter2014great,5,alex,11.0,m,chimpanzee,6,65.0,infer,l,1.0,correct
volter2014great,5,alex,11.0,m,chimpanzee,6,66.0,one_step,r,0.0,incorrect
volter2014great,5,alex,11.0,m,chimpanzee,6,67.0,two_steps,l,0.0,incorrect
volter2014great,5,alex,11.0,m,chimpanzee,6,68.0,two_steps,l,1.0,correct
volter2014great,5,alex,11.0,m,chimpanzee,6,69.0,one_step,r,1.0,correct
volter2014great,5,alex,11.0,m,chimpanzee,6,70.0,infer,r,1.0,correct
volter2014great,5,alex,11.0,m,chimpanzee,6,71.0,one_step,l,0.0,incorrect
volter2014great,5,alex,11.0,m,chimpanzee,6,72.0,two_steps,r,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,1,1.0,one_step,l,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,1,2.0,infer,r,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,1,3.0,one_step,r,0.0,incorrect
volter2014great,5,kara,7.0,f,chimpanzee,1,4.0,infer,r,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,1,5.0,two_steps,l,0.0,incorrect
volter2014great,5,kara,7.0,f,chimpanzee,1,6.0,infer,l,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,1,7.0,two_steps,r,0.0,incorrect
volter2014great,5,kara,7.0,f,chimpanzee,1,8.0,infer,l,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,1,9.0,two_steps,r,0.0,incorrect
volter2014great,5,kara,7.0,f,chimpanzee,1,10.0,one_step,r,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,1,11.0,one_step,l,0.0,incorrect
volter2014great,5,kara,7.0,f,chimpanzee,1,12.0,two_steps,l,0.0,incorrect
volter2014great,5,kara,7.0,f,chimpanzee,2,13.0,infer,l,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,2,14.0,two_steps,r,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,2,15.0,one_step,l,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,2,16.0,one_step,l,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,2,17.0,two_steps,r,0.0,incorrect
volter2014great,5,kara,7.0,f,chimpanzee,2,18.0,one_step,r,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,2,19.0,two_steps,l,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,2,20.0,infer,r,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,2,21.0,infer,l,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,2,22.0,two_steps,l,0.0,incorrect
volter2014great,5,kara,7.0,f,chimpanzee,2,23.0,one_step,r,0.0,incorrect
volter2014great,5,kara,7.0,f,chimpanzee,2,24.0,infer,r,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,3,25.0,two_steps,l,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,3,26.0,infer,r,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,3,27.0,one_step,r,0.0,incorrect
volter2014great,5,kara,7.0,f,chimpanzee,3,28.0,infer,l,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,3,29.0,one_step,l,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,3,30.0,two_steps,l,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,3,31.0,two_steps,r,0.0,incorrect
volter2014great,5,kara,7.0,f,chimpanzee,3,32.0,infer,r,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,3,33.0,infer,l,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,3,34.0,one_step,r,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,3,35.0,two_steps,r,0.0,incorrect
volter2014great,5,kara,7.0,f,chimpanzee,3,36.0,one_step,l,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,4,37.0,infer,l,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,4,38.0,infer,l,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,4,39.0,two_steps,r,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,4,40.0,one_step,r,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,4,41.0,one_step,r,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,4,42.0,two_steps,l,0.0,incorrect
volter2014great,5,kara,7.0,f,chimpanzee,4,43.0,one_step,l,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,4,44.0,two_steps,r,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,4,45.0,infer,r,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,4,46.0,infer,r,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,4,47.0,one_step,l,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,4,48.0,two_steps,l,0.0,incorrect
volter2014great,5,kara,7.0,f,chimpanzee,5,49.0,one_step,l,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,5,50.0,two_steps,r,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,5,51.0,two_steps,l,0.0,incorrect
volter2014great,5,kara,7.0,f,chimpanzee,5,52.0,infer,r,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,5,53.0,infer,l,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,5,54.0,two_steps,r,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,5,55.0,one_step,l,0.0,incorrect
volter2014great,5,kara,7.0,f,chimpanzee,5,56.0,infer,l,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,5,57.0,infer,r,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,5,58.0,two_steps,l,0.0,incorrect
volter2014great,5,kara,7.0,f,chimpanzee,5,59.0,one_step,r,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,5,60.0,one_step,r,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,6,61.0,two_steps,r,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,6,62.0,infer,l,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,6,63.0,one_step,r,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,6,64.0,two_steps,r,0.0,incorrect
volter2014great,5,kara,7.0,f,chimpanzee,6,65.0,one_step,l,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,6,66.0,infer,r,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,6,67.0,one_step,r,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,6,68.0,one_step,l,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,6,69.0,infer,r,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,6,70.0,two_steps,l,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,6,71.0,infer,l,1.0,correct
volter2014great,5,kara,7.0,f,chimpanzee,6,72.0,two_steps,l,0.0,incorrect
